"","2012","2011"
"1",2.42815882235737,0
"2",2.42815882235737,2.77610841036468
"3",8.55662106598555,9.18288889617529
"4",20.6537775526881,21.4032295599861
"5",20.6537775526881,45.712968994984
"6",20.6537775526881,50.343177458924
"7",25.8598218493097,50.343177458924
"8",29.482433001107,53.9062727549385
"9",49.6348877815378,56.1876285328408
"10",54.3727150228727,66.0814053225951
"11",59.9500614060043,66.0814053225951
"12",66.1743832288442,70.6995937318448
"13",66.1743832288442,73.6404749437802
"14",66.1743832288442,73.6404749437802
"15",68.8668521309241,76.9194072943331
"16",68.8668521309241,82.8523014294254
"17",88.3329360059727,97.3252519460779
"18",95.6748220789431,97.3252519460779
"19",100.475328767268,102.113956375931
"20",105.404232079752,105.823548811774
"21",105.404232079752,126.534866811017
"22",107.661972125754,133.904109663709
"23",111.694192559093,136.209899165304
"24",119.133424821038,136.209899165304
"25",119.133424821038,136.209899165304
"26",123.000070655941,154.447872782521
"27",123.000070655941,154.447872782521
"28",131.848104739432,158.152244030142
"29",131.848104739432,158.152244030142
"30",137.202392309504,169.118705571021
"31",145.396221657618,169.118705571021
"32",155.599480166156,181.817853565997
"33",155.599480166156,181.817853565997
"34",177.092467098911,181.817853565997
"35",177.092467098911,181.817853565997
"36",177.092467098911,187.171474955666
"37",198.64337688429,187.171474955666
"38",203.824463034521,189.762967553191
"39",216.272708992166,197.887721197855
"40",222.037019808737,212.630960315428
"41",229.485668864424,212.630960315428
"42",229.485668864424,216.540152662404
"43",238.356695097213,216.540152662404
"44",238.356695097213,216.540152662404
"45",238.356695097213,222.500048573429
"46",246.602642642727,222.500048573429
"47",246.602642642727,225.592942960922
"48",253.345169857894,230.538974710777
"49",255.668257372917,235.875764104213
"50",262.878367402323,240.414460989701
"51",262.878367402323,250.851794175151
"52",273.057336331997,255.564825576111
"53",273.057336331997,277.601190823647
"54",281.075835457121,277.601190823647
"55",281.075835457121,280.478808487816
"56",281.075835457121,287.068247438662
"57",281.075835457121,296.707767227627
"58",297.998446022619,302.016188570856
"59",297.998446022619,306.173206406408
"60",304.350937642804,306.173206406408
"61",316.356374222427,320.894359840396
"62",316.356374222427,334.415684425201
"63",320.487915809486,341.675658520119
"64",337.44779555566,345.827887401583
"65",337.44779555566,349.990290866448
"66",340.150512285192,365.821391646322
"67",340.150512285192,365.821391646322
"68",359.789305925777,368.849893880317
"69",363.999090458038,379.563362058352
"70",379.984252683347,382.191815388332
"71",394.655488407044,403.04172569646
"72",408.686822001231,418.310156775552
"73",408.686822001231,421.587704721788
"74",435.600807573456,436.618973259569
"75",439.078072973367,440.728906115922
"76",439.078072973367,452.152851785995
"77",441.358905657748,459.027418410894
"78",441.358905657748,471.441320206743
"79",444.795360889954,475.518883327344
"80",451.900789358663,480.14578363986
"81",451.900789358663,486.7904416999
"82",451.900789358663,495.713853090317
"83",455.983829930469,504.088045002261
"84",459.918486004769,510.220752680175
"85",475.802192135797,517.895593400302
"86",486.656178698269,524.657438707367
"87",494.426149744122,527.601727233477
"88",500.320359438677,527.601727233477
"89",502.854734345717,536.298154711154
"90",514.841335764165,536.298154711154
"91",521.760936153675,545.844362815447
"92",539.638986857213,552.749943921648
"93",547.449157832786,560.148429859658
"94",555.371987142872,562.626241340887
"95",565.720559299066,562.626241340887
"96",586.014616221699,568.331472784805
"97",586.014616221699,588.805046136606
"98",595.855203918513,604.625145135167
"99",595.855203918513,609.631678134918
"100",595.855203918513,619.029238916008
"101",608.604969317267,623.975676697418
"102",608.604969317267,632.068232150682
"103",624.56620622152,656.917272148215
"104",645.897035168212,660.372281987601
"105",648.711229269696,665.796207284771
"106",653.386949137996,682.917545121066
"107",660.016900402643,685.857969148551
"108",667.205305689231,685.857969148551
"109",675.74275227653,688.853441982816
"110",675.74275227653,707.833834683589
"111",684.481492850309,707.833834683589
"112",703.517918169257,713.957091215983
"113",713.722136743916,719.316012013926
"114",716.989197698558,719.316012013926
"115",719.32204938761,722.645582391391
"116",724.554451776735,725.957707368166
"117",732.01163734276,733.287703828499
"118",746.788127587454,752.003664286873
"119",753.806041420994,768.349786817805
"120",765.34962313445,789.02955165423
"121",765.34962313445,811.735215245677
"122",768.408327358887,823.068365404657
"123",782.033496610021,826.86360400953
"124",788.572798171511,841.669184139354
"125",807.519606977927,852.873810582159
"126",812.257787949122,855.852331239271
"127",817.556999230304,869.417516400686
"128",817.556999230304,873.832027987276
"129",836.934123219039,873.832027987276
"130",858.55220909573,886.280210548774
"131",876.397413880895,892.917714716302
"132",886.623285110522,905.870337612918
"133",899.891625804811,905.870337612918
"134",899.891625804811,911.089311394465
"135",925.881481182252,929.312705294263
"136",939.311173699405,946.715768908738
"137",942.490225093345,946.715768908738
"138",951.054732699166,968.574817133724
"139",969.654612555126,970.985950555252
"140",982.157339297751,975.557716119065
"141",987.543818812367,975.557716119065
"142",1001.3314239498,984.6412161044
"143",1001.3314239498,1002.27109102311
"144",1009.89415730244,1018.10096376791
"145",1021.32844368285,1032.12089081306
"146",1028.03018479394,1036.48555318893
"147",1045.89007757895,1047.0142928774
"148",1045.89007757895,1047.0142928774
"149",1072.37558353595,1049.62739478585
"150",1078.75806467513,1076.28186540577
"151",1081.12731762676,1079.13807967344
"152",1089.08898595365,1086.46489888875
"153",1094.05059631272,1091.9254986667
"154",1105.63798224103,1097.30844623905
"155",1105.63798224103,1099.97966397151
"156",1108.65507063667,1099.97966397151
"157",1130.37032127637,1115.28869024459
"158",1137.55181534026,1127.78553987791
"159",1140.49553299712,1151.81279988476
"160",1156.89537265993,1168.42406625873
"161",1161.34212174353,1172.46593268563
"162",1183.90795832057,1198.58379458619
"163",1198.66516974691,1204.08818920083
"164",1209.47164377041,1209.25437245489
"165",1216.95564824111,1214.27405578957
"166",1216.95564824111,1220.25243497161
"167",1225.92955045253,1225.55060698674
"168",1232.40342182185,1234.40367674444
"169",1236.19058607095,1234.40367674444
"170",1243.43212493715,1236.91155213317
"171",1246.532265408,1251.07661179237
"172",1248.78108609253,1251.07661179237
"173",1259.99564371222,1253.4902487533
"174",1275.49039144116,1256.47847197416
"175",1288.44308946639,1269.82901321935
"176",1293.22356939476,1276.56397330324
"177",1298.84610670272,1279.54520822721
"178",1317.51974842832,1287.74781352746
"179",1335.05373353443,1294.76701338833
"180",1343.44574592589,1298.58887628621
"181",1351.63359826522,1310.9573069385
"182",1351.63359826522,1315.35674972931
"183",1358.31576325138,1325.23904343202
"184",1378.02019721983,1339.2183184477
"185",1383.31436696583,1364.49524614898
"186",1394.17337141171,1376.66141188135
"187",1396.46702216209,1384.3615501516
"188",1408.4254532741,1388.19105873545
"189",1408.4254532741,1396.09978043153
"190",1424.19633583834,1398.3586414158
"191",1429.96042225727,1398.3586414158
"192",1433.36692781003,1415.41737847476
"193",1443.51874998746,1422.12616239578
"194",1451.74612632909,1424.42791902236
"195",1456.25912057986,1439.30625292474
"196",1456.25912057986,1452.21035088067
"197",1469.67607081842,1452.21035088067
"198",1475.16078996307,1454.46957663465
"199",1487.19811197878,1457.29569939227
"200",1487.19811197878,1470.85959269804
"201",1500.84896930673,1470.85959269804
"202",1504.56742789302,1489.13987189547
"203",1520.54159522296,1507.61611630143
"204",1523.64398840522,1511.55932004268
"205",1529.3434149806,1515.34648521783
"206",1529.3434149806,1515.34648521783
"207",1542.9120464304,1524.6019890923
"208",1554.93776042992,1528.15477436649
"209",1557.90365212888,1530.84772620736
"210",1563.1249370769,1538.5561065149
"211",1574.50659836796,1545.97694377444
"212",1574.50659836796,1569.65293859754
"213",1587.26851050615,1574.84684012589
"214",1604.08242715902,1582.51508050586
"215",1607.95846635416,1582.51508050586
"216",1627.99255037688,1591.07975500119
"217",1632.74637325418,1612.8001010247
"218",1632.74637325418,1632.28349199555
"219",1645.49576691814,1636.28003023636
"220",1657.6992880067,1654.31089873523
"221",1660.22452727963,1664.7978736773
"222",1663.93089301406,1677.60720519134
"223",1672.76662572238,1691.50345325403
"224",1676.49564804963,1714.95101244814
"225",1692.17448600139,1728.49753750565
"226",1713.003218548,1731.67942307396
"227",1726.49235169745,1731.67942307396
"228",1747.42491084914,1756.63605705774
"229",1765.71906545299,1777.05885650485
"230",1770.56835824386,1795.48226865405
