"","2015","2014"
"1",3.16134409921539,0
"2",3.16134409921539,9.40451157353721
"3",12.3970150001464,12.2879773291876
"4",12.3970150001464,18.9760511301894
"5",12.3970150001464,21.2505356819355
"6",12.3970150001464,21.2505356819355
"7",12.3970150001464,21.2505356819355
"8",19.7064009757368,21.2505356819355
"9",19.7064009757368,21.2505356819355
"10",19.7064009757368,21.2505356819355
"11",19.7064009757368,21.2505356819355
"12",19.7064009757368,21.2505356819355
"13",22.3356772508291,24.8575733122428
"14",22.3356772508291,24.8575733122428
"15",22.3356772508291,37.0883035924067
"16",22.3356772508291,49.0077289088885
"17",26.9746781218172,49.0077289088885
"18",26.9746781218172,49.0077289088885
"19",26.9746781218172,49.0077289088885
"20",33.3674312512338,49.0077289088885
"21",33.3674312512338,51.4879934039121
"22",33.3674312512338,54.6156350548619
"23",41.4296096629597,54.6156350548619
"24",41.4296096629597,54.6156350548619
"25",41.4296096629597,54.6156350548619
"26",48.6626464821859,63.4389183216139
"27",48.6626464821859,63.4389183216139
"28",52.0447573667999,68.0197327100813
"29",52.0447573667999,68.0197327100813
"30",52.0447573667999,68.0197327100813
"31",52.0447573667999,71.6474273672416
"32",52.0447573667999,71.6474273672416
"33",52.0447573667999,71.6474273672416
"34",52.0447573667999,71.6474273672416
"35",52.0447573667999,71.6474273672416
"36",52.0447573667999,71.6474273672416
"37",52.0447573667999,71.6474273672416
"38",63.7310283084621,71.6474273672416
"39",63.7310283084621,71.6474273672416
"40",63.7310283084621,87.0440632000796
"41",63.7310283084621,92.7639336083766
"42",63.7310283084621,92.7639336083766
"43",67.0669673251882,92.7639336083766
"44",67.0669673251882,92.7639336083766
"45",70.3128268386888,92.7639336083766
"46",73.5712159558313,92.7639336083766
"47",73.5712159558313,92.7639336083766
"48",73.5712159558313,92.7639336083766
"49",73.5712159558313,96.0915920774333
"50",73.5712159558313,103.727182634406
"51",73.5712159558313,103.727182634406
"52",73.5712159558313,103.727182634406
"53",73.5712159558313,103.727182634406
"54",73.5712159558313,103.727182634406
"55",73.5712159558313,103.727182634406
"56",73.5712159558313,103.727182634406
"57",87.2811972452112,108.802556549383
"58",87.2811972452112,108.802556549383
"59",87.2811972452112,108.802556549383
"60",87.2811972452112,108.802556549383
"61",87.2811972452112,108.802556549383
"62",87.2811972452112,111.012553180342
"63",87.2811972452112,119.426378734058
"64",96.5841204383024,123.916446102042
"65",96.5841204383024,123.916446102042
"66",96.5841204383024,123.916446102042
"67",96.5841204383024,123.916446102042
"68",101.385012220443,128.308308648728
"69",106.547953073786,137.286294932386
"70",106.547953073786,137.286294932386
"71",109.691542704579,137.286294932386
"72",109.691542704579,137.286294932386
"73",109.691542704579,139.610969553604
"74",109.691542704579,139.610969553604
"75",115.443240149369,139.610969553604
"76",118.859244241155,139.610969553604
"77",118.859244241155,139.610969553604
"78",118.859244241155,139.610969553604
"79",121.121838667491,139.610969553604
"80",121.121838667491,139.610969553604
"81",126.288859359087,139.610969553604
"82",137.546352440048,152.951587240404
"83",137.546352440048,152.951587240404
"84",137.546352440048,152.951587240404
"85",140.133143048189,152.951587240404
"86",147.065951288553,152.951587240404
"87",147.065951288553,159.850003742591
"88",150.048633265239,159.850003742591
"89",150.048633265239,159.850003742591
"90",150.048633265239,159.850003742591
"91",150.048633265239,170.419914432416
"92",150.048633265239,170.419914432416
"93",150.048633265239,180.11589786959
"94",150.048633265239,180.11589786959
"95",158.873919366075,183.216991984762
"96",158.873919366075,183.216991984762
"97",158.873919366075,196.270159378645
"98",158.873919366075,196.270159378645
"99",162.334901692219,202.686568133974
"100",180.762944735968,209.529255325132
"101",180.762944735968,217.21861293148
"102",185.462678406492,219.742930984647
"103",185.462678406492,219.742930984647
"104",185.462678406492,219.742930984647
"105",185.462678406492,226.859121060647
"106",185.462678406492,226.859121060647
"107",185.462678406492,226.859121060647
"108",185.462678406492,232.991209135002
"109",185.462678406492,232.991209135002
"110",185.462678406492,237.653447265665
"111",185.462678406492,237.653447265665
"112",197.333306993991,247.708204546842
"113",197.333306993991,265.928208539887
"114",197.333306993991,280.927935423971
"115",197.333306993991,283.314843421867
"116",210.929228146365,283.314843421867
"117",210.929228146365,283.314843421867
"118",210.929228146365,283.314843421867
"119",210.929228146365,283.314843421867
"120",213.989585223947,283.314843421867
"121",213.989585223947,286.726783359646
"122",213.989585223947,290.927050541584
"123",217.665225999485,306.115560826166
"124",226.64614624958,306.115560826166
"125",244.454132443201,306.115560826166
"126",244.454132443201,306.115560826166
"127",244.454132443201,310.20995641747
"128",244.454132443201,321.169066282983
"129",249.460683239188,329.368190945797
"130",249.460683239188,329.368190945797
"131",253.330239805223,329.368190945797
"132",253.330239805223,345.343592910076
"133",253.330239805223,351.672954944418
"134",264.156372953039,351.672954944418
"135",264.156372953039,351.672954944418
"136",272.009223929175,356.240101031356
"137",272.009223929175,360.278785092348
"138",272.009223929175,384.408694223825
"139",277.468478343438,384.408694223825
"140",294.162123312313,391.781994916098
"141",294.162123312313,396.933770906741
"142",303.195829904955,401.922507052583
"143",314.465193462988,401.922507052583
"144",323.858946966576,407.720774161894
"145",323.858946966576,416.336917298742
"146",323.858946966576,416.336917298742
"147",326.876711926081,431.03880636962
"148",326.876711926081,431.03880636962
"149",329.939406193659,435.122635933836
"150",333.547153531421,435.122635933836
"151",333.547153531421,435.122635933836
"152",338.847581763231,435.122635933836
"153",343.673400575054,435.122635933836
"154",343.673400575054,442.963544932197
"155",343.673400575054,442.963544932197
"156",343.673400575054,442.963544932197
"157",347.094665418439,442.963544932197
"158",347.094665418439,442.963544932197
"159",347.094665418439,442.963544932197
"160",347.094665418439,442.963544932197
"161",347.094665418439,448.54679666507
"162",350.277179937828,456.28713543159
"163",350.277179937828,472.679906673531
"164",350.277179937828,478.56495406433
"165",350.277179937828,478.56495406433
"166",353.226229475619,478.56495406433
"167",353.226229475619,478.56495406433
"168",362.151520868276,480.79428001572
"169",368.461321695856,484.766155677861
"170",372.322875684406,489.798653073845
"171",374.555762265101,489.798653073845
"172",374.555762265101,502.143493198863
"173",377.221461578486,502.143493198863
"174",377.221461578486,510.54546050637
"175",381.153298058001,513.64586351107
"176",381.153298058001,513.64586351107
"177",381.153298058001,526.166478574527
"178",386.308376123608,537.918711257895
"179",391.610164539822,537.918711257895
"180",396.289455561728,542.77087463715
"181",396.289455561728,547.832833971481
"182",396.289455561728,547.832833971481
"183",396.289455561728,550.664843696277
"184",402.38495351656,550.664843696277
"185",402.38495351656,555.280396115588
"186",405.034547908955,557.726506734105
"187",412.305257726701,557.726506734105
"188",422.519998895895,560.628618016155
"189",422.519998895895,563.179523587777
"190",422.519998895895,563.179523587777
"191",422.519998895895,565.696287706879
"192",422.519998895895,565.696287706879
"193",433.36680728778,571.036885451375
"194",433.36680728778,578.3009517172
"195",433.36680728778,578.3009517172
"196",433.36680728778,578.3009517172
"197",440.665919559414,596.387354880727
"198",443.847506117774,596.387354880727
"199",451.925245192754,596.387354880727
"200",451.925245192754,599.188059801734
"201",451.925245192754,599.188059801734
"202",457.484338433929,603.8445531504
"203",467.454280733322,614.531773502676
"204",474.9455658584,614.531773502676
"205",474.9455658584,614.531773502676
"206",474.9455658584,614.531773502676
"207",474.9455658584,627.442764796786
"208",474.9455658584,632.459383630901
