"","2005"
"1",6.77169389637859
"2",26.6359248949592
"3",33.6171795273281
"4",33.6171795273281
"5",44.6604711791742
"6",47.0038421074134
"7",56.807668180388
"8",76.8184286040315
"9",82.2794224185037
"10",96.36246111478
"11",103.768457463268
"12",120.284186580699
"13",131.954795061024
"14",146.564359246607
"15",156.02416567216
"16",160.609983164016
"17",166.263129410539
"18",168.736905932193
"19",172.028427284248
"20",182.357749876268
"21",186.104029781507
"22",200.971105338557
"23",214.892543004652
"24",225.402744546199
"25",228.998518394271
"26",228.998518394271
"27",245.306869498655
"28",255.611291972232
"29",261.174106799888
"30",266.450890036143
"31",288.942696079351
"32",288.942696079351
"33",291.767055330869
"34",296.840912073008
"35",296.840912073008
"36",313.044254367419
"37",316.862850083842
"38",335.62663075823
"39",335.62663075823
"40",339.076035857308
"41",339.076035857308
"42",339.076035857308
"43",350.714378668996
"44",362.147478221998
"45",368.445189127148
"46",371.204189307955
"47",377.854851888972
"48",391.317454374254
"49",410.863590511871
"50",422.069335285735
"51",422.069335285735
"52",433.310539584217
"53",437.066804431871
"54",437.066804431871
"55",437.066804431871
"56",437.066804431871
"57",440.179116102587
"58",440.179116102587
"59",462.402660268459
"60",467.880308686435
"61",472.024865009115
"62",481.116350336803
"63",488.767906671647
"64",494.639673531458
"65",494.639673531458
"66",494.639673531458
"67",506.954100219063
"68",518.901415483704
"69",521.352801428868
"70",537.781276774903
"71",545.686320385956
"72",554.391682367753
"73",554.391682367753
"74",575.470192634707
"75",595.476781551053
"76",606.693030859221
"77",626.709296902458
"78",629.419566303731
"79",640.888396745879
"80",665.276102546605
"81",683.839716942141
"82",690.44950868143
"83",690.44950868143
"84",702.521471043954
"85",709.390737715323
"86",709.390737715323
"87",713.210139960789
"88",716.384370474408
"89",736.92889365319
"90",754.039799573025
"91",763.373991499533
"92",773.537691627841
"93",780.274586571492
"94",788.367771917363
"95",791.118538302312
"96",807.546005656246
"97",807.546005656246
"98",814.796089198918
"99",832.389376669748
"100",846.957220769721
"101",857.281024626913
"102",874.569482429767
"103",882.525797211464
"104",902.651610354236
"105",915.659518528083
"106",924.440364196168
"107",931.259886170047
"108",931.259886170047
"109",931.259886170047
"110",942.584122603979
"111",942.584122603979
"112",961.84615087363
"113",981.092328541073
"114",988.578223300357
"115",1001.8361382029
"116",1015.82601493463
"117",1042.28629003428
"118",1055.98787574957
"119",1063.75484114794
"120",1068.01539508177
"121",1079.91664087966
"122",1087.28399844161
"123",1091.10394466914
"124",1109.37595744098
"125",1115.38026740932
"126",1115.38026740932
"127",1119.06307668785
"128",1121.94815483143
"129",1130.24228600049
"130",1141.16519833618
"131",1168.58537977445
"132",1172.15781345589
"133",1197.42957517181
"134",1217.63818485621
"135",1222.14122723253
"136",1248.09494927296
"137",1248.09494927296
"138",1260.11396036062
"139",1270.88739483273
"140",1279.48943301118
"141",1286.68663838931
"142",1305.79198826013
"143",1305.79198826013
"144",1325.59462207003
"145",1342.03147196859
"146",1348.69608378539
"147",1358.03163393644
"148",1370.41737241643
"149",1375.23130095424
"150",1379.05445542657
"151",1392.74266191644
"152",1397.25909896567
"153",1397.25909896567
"154",1397.25909896567
"155",1397.25909896567
"156",1416.75352060774
"157",1437.24215266058
"158",1437.24215266058
"159",1445.60787640176
"160",1470.01544710737
"161",1495.95251953064
"162",1510.04792588268
"163",1535.88159315306
"164",1539.21317624226
"165",1546.95287688921
"166",1571.27626437688
"167",1592.10534726194
"168",1601.90887898229
"169",1618.74900053171
"170",1642.33794789291
"171",1648.90293518709
"172",1657.11625456373
"173",1661.0059061831
"174",1678.43949109729
"175",1699.33845260533
"176",1712.97443470933
"177",1722.58847630981
"178",1744.9467614506
"179",1749.13951123026
"180",1749.13951123026
"181",1759.76858567701
"182",1772.71692763682
"183",1780.18394617751
"184",1783.42391329735
"185",1787.7067484732
"186",1791.10621056489
"187",1805.5497299942
"188",1827.37779470122
"189",1846.04011394793
"190",1872.11885939263
"191",1880.51943354855
"192",1888.75335028633
"193",1903.85290719803
"194",1903.85290719803
"195",1922.95895087327
"196",1927.29105184771
"197",1929.58580685744
"198",1956.48747360898
"199",1963.78558425946
"200",1981.1618903784
"201",1985.19344191619
"202",2002.5329419859
"203",2010.09229072354
"204",2017.98053933791
"205",2023.62365921117
"206",2038.26989960189
"207",2050.72699439001
"208",2053.69873027756
"209",2057.3473354295
"210",2082.56492399765
"211",2104.60529485014
"212",2125.11479158195
"213",2129.65324442585
"214",2137.59134713337
"215",2158.12877305627
"216",2175.52710236948
"217",2183.89189331113
"218",2203.01280458278
"219",2226.91342784942
"220",2233.34011904272
"221",2256.99804376838
"222",2277.07766072521
"223",2291.92492614852
"224",2296.03050130797
"225",2304.03875148402
"226",2320.5181330622
"227",2333.27960555702
"228",2356.25339872556
"229",2361.44322111891
"230",2384.52187906325
