"","2014","2012","2013","2011","2010"
"1",0,0,0,0,0
"2",0,0,0,0,0
"3",0,3.55692143788295,0,0,0
"4",5.98605033756203,3.55692143788295,0,3.42404535268304,0
"5",5.98605033756203,3.55692143788295,0,10.1367378537284,0
"6",5.98605033756203,6.59281786340229,3.70445604067135,10.1367378537284,0
"7",5.98605033756203,6.59281786340229,3.70445604067135,12.7692970038049,0
"8",5.98605033756203,6.59281786340229,3.70445604067135,12.7692970038049,2.26904363570773
"9",5.98605033756203,6.59281786340229,3.70445604067135,15.0617008537813,2.26904363570773
"10",8.27620813067315,6.59281786340229,3.70445604067135,15.0617008537813,8.65131344528126
"11",11.8044083363226,10.7597973745553,3.70445604067135,20.8117107426906,8.65131344528126
"12",11.8044083363226,10.7597973745553,6.63139232168131,20.8117107426906,8.65131344528126
"13",11.8044083363226,10.7597973745553,6.63139232168131,20.8117107426906,8.65131344528126
"14",14.6905342946921,10.7597973745553,15.1212609103433,20.8117107426906,8.65131344528126
"15",14.6905342946921,10.7597973745553,15.1212609103433,20.8117107426906,8.65131344528126
"16",14.6905342946921,10.7597973745553,15.1212609103433,20.8117107426906,10.8738529558401
"17",14.6905342946921,10.7597973745553,19.6543744566483,20.8117107426906,10.8738529558401
"18",14.6905342946921,13.5719308268064,19.6543744566483,20.8117107426906,10.8738529558401
"19",14.6905342946921,13.5719308268064,26.6096740484988,20.8117107426906,22.4136356062169
"20",14.6905342946921,13.5719308268064,26.6096740484988,20.8117107426906,26.0570515026596
"21",18.4138008362932,13.5719308268064,29.5640563045201,20.8117107426906,26.0570515026596
"22",18.4138008362932,13.5719308268064,33.5436135065224,36.5941068409217,26.0570515026596
"23",18.4138008362932,18.8193068459818,33.5436135065224,36.5941068409217,26.0570515026596
"24",21.0961037325918,21.3903631527887,33.5436135065224,36.5941068409217,37.6816945040983
"25",21.0961037325918,21.3903631527887,33.5436135065224,45.6316356125299,37.6816945040983
"26",21.0961037325918,21.3903631527887,33.5436135065224,51.2067039721556,40.5578725392591
"27",21.0961037325918,21.3903631527887,33.5436135065224,51.2067039721556,40.5578725392591
"28",21.0961037325918,26.2339239552013,45.0493660497777,56.2379642113399,40.5578725392591
"29",21.0961037325918,30.78512694645,52.1754142319746,58.5915739393744,40.5578725392591
"30",21.0961037325918,30.78512694645,52.1754142319746,58.5915739393744,43.6607502309317
"31",21.0961037325918,34.2066456461083,55.6031864042156,58.5915739393744,43.6607502309317
"32",21.0961037325918,34.2066456461083,55.6031864042156,58.5915739393744,43.6607502309317
"33",27.5321281083412,34.2066456461083,55.6031864042156,61.5693140401772,43.6607502309317
"34",27.5321281083412,34.2066456461083,59.0194590453365,67.7576661868695,43.6607502309317
"35",27.5321281083412,34.2066456461083,66.1294772231137,67.7576661868695,43.6607502309317
"36",27.5321281083412,34.2066456461083,70.7281593888987,78.6464365695636,48.807132807308
"37",42.966736458982,34.2066456461083,70.7281593888987,86.0317064162407,51.8074245342162
"38",42.966736458982,34.2066456461083,70.7281593888987,86.0317064162407,51.8074245342162
"39",42.966736458982,36.6348016978441,70.7281593888987,86.0317064162407,59.3597297664243
"40",42.966736458982,36.6348016978441,70.7281593888987,86.0317064162407,59.3597297664243
"41",42.966736458982,46.4895591467316,70.7281593888987,86.0317064162407,59.3597297664243
"42",42.966736458982,46.4895591467316,70.7281593888987,86.0317064162407,62.7931290031078
"43",42.966736458982,46.4895591467316,70.7281593888987,86.0317064162407,62.7931290031078
"44",42.966736458982,46.4895591467316,70.7281593888987,86.0317064162407,62.7931290031078
"45",59.9569495289539,46.4895591467316,74.0109402211554,86.0317064162407,62.7931290031078
"46",59.9569495289539,46.4895591467316,74.0109402211554,86.0317064162407,62.7931290031078
"47",59.9569495289539,46.4895591467316,74.0109402211554,86.0317064162407,62.7931290031078
"48",59.9569495289539,46.4895591467316,74.0109402211554,86.0317064162407,62.7931290031078
"49",59.9569495289539,46.4895591467316,74.0109402211554,86.0317064162407,62.7931290031078
"50",59.9569495289539,51.202410074316,74.0109402211554,106.963427259564,62.7931290031078
"51",59.9569495289539,51.202410074316,74.0109402211554,106.963427259564,65.0885122609222
"52",59.9569495289539,51.202410074316,74.0109402211554,110.184204205728,65.0885122609222
"53",59.9569495289539,56.0789397401269,74.0109402211554,115.096547710003,67.7800743274224
"54",59.9569495289539,56.0789397401269,78.8182758568569,115.096547710003,67.7800743274224
"55",59.9569495289539,63.2911297991257,82.3100353355378,115.096547710003,67.7800743274224
"56",59.9569495289539,63.2911297991257,82.3100353355378,115.096547710003,70.6130116463194
"57",59.9569495289539,65.7525900345316,82.3100353355378,115.096547710003,72.9488795008092
"58",59.9569495289539,65.7525900345316,82.3100353355378,117.791029933569,72.9488795008092
"59",59.9569495289539,65.7525900345316,82.3100353355378,117.791029933569,72.9488795008092
"60",59.9569495289539,65.7525900345316,82.3100353355378,117.791029933569,72.9488795008092
"61",59.9569495289539,65.7525900345316,100.524912708819,122.514515823759,72.9488795008092
"62",59.9569495289539,65.7525900345316,100.524912708819,122.514515823759,72.9488795008092
"63",59.9569495289539,65.7525900345316,100.524912708819,126.365272449612,72.9488795008092
"64",59.9569495289539,65.7525900345316,100.524912708819,126.365272449612,72.9488795008092
"65",59.9569495289539,65.7525900345316,100.524912708819,126.365272449612,76.0164582179158
"66",74.2073839017275,65.7525900345316,116.383816062165,144.129178770023,76.0164582179158
"67",74.2073839017275,65.7525900345316,116.383816062165,144.129178770023,79.6615187160693
"68",74.2073839017275,65.7525900345316,116.383816062165,144.129178770023,79.6615187160693
"69",74.2073839017275,65.7525900345316,116.383816062165,144.129178770023,85.4817542993174
"70",80.6861877552738,65.7525900345316,116.383816062165,144.129178770023,85.4817542993174
"71",80.6861877552738,65.7525900345316,119.686677308907,144.129178770023,97.2687693963651
"72",80.6861877552738,65.7525900345316,119.686677308907,144.129178770023,97.2687693963651
"73",87.0778486046754,65.7525900345316,119.686677308907,146.563741233936,103.821361667012
"74",87.0778486046754,65.7525900345316,134.467724194016,146.563741233936,103.821361667012
"75",87.0778486046754,65.7525900345316,146.740934457803,151.041172779049,103.821361667012
"76",87.0778486046754,76.1913607999933,146.740934457803,155.865206867468,103.821361667012
"77",87.0778486046754,80.78507176315,146.740934457803,155.865206867468,106.400396802829
"78",87.0778486046754,80.78507176315,149.957073817763,169.993620581624,106.400396802829
"79",87.0778486046754,80.78507176315,153.021065160677,169.993620581624,106.400396802829
"80",87.0778486046754,80.78507176315,153.021065160677,169.993620581624,109.153843134235
"81",93.4384928752988,83.217819172819,153.021065160677,176.76399815984,109.153843134235
"82",93.4384928752988,83.217819172819,153.021065160677,176.76399815984,109.153843134235
"83",93.4384928752988,83.217819172819,153.021065160677,176.76399815984,109.153843134235
"84",95.988304454422,83.217819172819,153.021065160677,176.76399815984,109.153843134235
"85",95.988304454422,83.217819172819,155.501632577904,187.483957851487,109.153843134235
"86",95.988304454422,83.217819172819,155.501632577904,187.483957851487,113.238967183772
"87",95.988304454422,83.217819172819,159.681690108938,187.483957851487,117.442554536233
"88",102.735409861367,83.217819172819,175.771930464496,187.483957851487,120.669869253805
"89",102.735409861367,87.0277405672785,175.771930464496,187.483957851487,120.669869253805
"90",108.090696823252,87.0277405672785,175.771930464496,187.483957851487,120.669869253805
"91",108.090696823252,87.0277405672785,175.771930464496,187.483957851487,120.669869253805
"92",108.090696823252,87.0277405672785,175.771930464496,187.483957851487,125.091892996473
"93",119.803288693997,87.0277405672785,183.697518808481,190.359008534624,125.091892996473
"94",124.417615994569,90.9820203184734,183.697518808481,190.359008534624,125.091892996473
"95",127.420349058431,105.448325846083,189.132415116197,197.635463918561,125.091892996473
"96",127.420349058431,105.448325846083,191.591436779496,197.635463918561,139.730769557467
"97",127.420349058431,111.716165956411,191.591436779496,203.585133157179,142.843322819164
"98",127.420349058431,111.716165956411,191.591436779496,203.585133157179,142.843322819164
"99",139.268810336117,114.227298900601,191.591436779496,203.585133157179,148.711962379487
"100",142.677322016765,114.227298900601,191.591436779496,203.585133157179,148.711962379487
"101",142.677322016765,119.568021667175,191.591436779496,203.585133157179,154.972794561006
"102",142.677322016765,119.568021667175,191.591436779496,203.585133157179,154.972794561006
"103",142.677322016765,119.568021667175,197.112238717435,203.585133157179,154.972794561006
"104",152.809219255722,128.35620678565,200.769948193824,203.585133157179,154.972794561006
"105",152.809219255722,135.125066309365,200.769948193824,205.865536446656,154.972794561006
"106",163.281799013894,156.683019290806,200.769948193824,205.865536446656,154.972794561006
"107",163.281799013894,159.283055377252,200.769948193824,210.258595457687,154.972794561006
"108",163.281799013894,159.283055377252,200.769948193824,210.258595457687,159.442227454759
"109",163.281799013894,159.283055377252,200.769948193824,210.258595457687,165.006386390454
"110",163.281799013894,159.283055377252,200.769948193824,212.750869671766,175.850024692668
"111",167.363898736811,159.283055377252,203.508085621879,212.750869671766,181.823264746234
"112",167.363898736811,159.283055377252,203.508085621879,212.750869671766,181.823264746234
"113",167.363898736811,163.636863987848,203.508085621879,215.10280379254,181.823264746234
"114",167.363898736811,173.818159257183,223.173338814614,219.426030250548,181.823264746234
"115",167.363898736811,179.94743927456,227.784417115083,223.666391194179,181.823264746234
"116",183.321544902499,183.991683949857,237.919854061862,223.666391194179,181.823264746234
"117",187.536911519867,183.991683949857,237.919854061862,228.236719398184,181.823264746234
"118",187.536911519867,183.991683949857,237.919854061862,233.805122750123,189.652413743314
"119",187.536911519867,192.986466445156,241.589034162473,233.805122750123,193.344549354307
"120",193.637099633876,205.255299581255,241.589034162473,233.805122750123,203.492560703979
"121",193.637099633876,205.255299581255,241.589034162473,242.055574190295,206.383136779244
"122",193.637099633876,205.255299581255,241.589034162473,242.055574190295,209.896566589078
"123",193.637099633876,214.973599469472,246.735223485559,245.407664730667,209.896566589078
"124",198.744825106477,221.884021644194,246.735223485559,249.343234077407,209.896566589078
"125",205.621315878516,221.884021644194,260.952864093573,253.362474283831,209.896566589078
"126",205.621315878516,221.884021644194,263.166928872782,261.29716477146,213.1543827461
"127",205.621315878516,221.884021644194,270.549629311981,265.722514973972,213.1543827461
"128",208.460778023392,221.884021644194,283.683064591666,269.615405388498,213.1543827461
"129",219.879639028719,221.884021644194,283.683064591666,269.615405388498,213.1543827461
"130",226.075915840809,221.884021644194,283.683064591666,275.343435494549,218.62966363823
"131",226.075915840809,228.566512665928,288.506701346061,277.771080309278,225.89386354603
"132",226.075915840809,233.258057547069,288.506701346061,285.449612271225,228.104409047607
"133",231.924165399159,233.258057547069,302.498573625489,290.210674877097,235.958048967427
"134",253.151095992244,242.175107002534,308.310200748726,295.86016275556,242.871602297429
"135",253.151095992244,242.175107002534,308.310200748726,302.708440744977,251.19882914013
"136",259.564114790832,246.381085553446,312.24017754316,302.708440744977,257.974866856499
"137",259.564114790832,246.381085553446,312.24017754316,308.495500299683,260.88378908209
"138",259.564114790832,246.381085553446,312.24017754316,313.09987689906,260.88378908209
"139",265.09295945947,251.037805419476,321.463331087702,313.09987689906,268.724530069252
"140",265.09295945947,254.354792706414,321.463331087702,324.92247434628,268.724530069252
"141",265.09295945947,257.133954734693,321.463331087702,324.92247434628,268.724530069252
"142",265.09295945947,257.133954734693,325.122158097308,324.92247434628,268.724530069252
"143",267.885137525727,257.133954734693,325.122158097308,324.92247434628,271.293415227095
"144",270.908259676313,257.133954734693,325.122158097308,338.999865537129,273.649463692274
"145",273.804456540394,257.133954734693,325.122158097308,338.999865537129,277.317080276981
"146",273.804456540394,273.075963297648,325.122158097308,344.887111534106,277.317080276981
"147",273.804456540394,273.075963297648,325.122158097308,348.086104977905,277.317080276981
"148",273.804456540394,289.006266596571,331.15214453778,348.086104977905,277.317080276981
"149",276.320942964355,297.391693795534,331.15214453778,348.086104977905,289.922362378877
"150",281.160451809384,301.621305592084,331.15214453778,350.395531330865,289.922362378877
"151",281.160451809384,306.054596445499,331.15214453778,350.395531330865,289.922362378877
"152",286.210866568944,306.054596445499,335.846588055259,350.395531330865,289.922362378877
"153",286.210866568944,306.054596445499,340.126203805658,350.395531330865,289.922362378877
"154",291.001815599844,306.054596445499,345.865136485746,355.97317733278,292.675778133813
"155",301.378078930228,310.643916592911,345.865136485746,355.97317733278,300.754803791566
"156",301.378078930228,310.643916592911,349.800710281274,362.184501120484,306.858609020589
"157",301.378078930228,310.643916592911,349.800710281274,362.184501120484,313.62577057227
"158",303.73128292564,310.643916592911,349.800710281274,362.184501120484,317.965194592665
"159",315.383432058012,323.522289689479,349.800710281274,362.184501120484,321.317370729483
"160",321.83606299416,328.035335823381,349.800710281274,362.184501120484,321.317370729483
"161",324.539606544607,328.035335823381,349.800710281274,372.038999372443,328.774679541129
"162",329.875685604319,332.391964331074,349.800710281274,372.038999372443,333.405107486801
"163",329.875685604319,332.391964331074,349.800710281274,376.804197560042,335.93656930571
"164",329.875685604319,340.043717382892,349.800710281274,376.804197560042,335.93656930571
"165",332.460662444587,343.225199184533,349.800710281274,376.804197560042,338.663894382886
"166",332.460662444587,359.436909121653,353.462389681715,395.926027353887,338.663894382886
"167",332.460662444587,359.436909121653,353.462389681715,395.926027353887,338.663894382886
"168",332.460662444587,369.467246079149,353.462389681715,401.579955090269,352.31182549249
"169",332.460662444587,369.467246079149,353.462389681715,401.579955090269,362.384649056887
"170",332.460662444587,373.223466373707,353.462389681715,401.579955090269,362.384649056887
"171",336.442542530052,377.396152431973,368.579941621024,403.973683517672,372.763458290367
"172",340.17762216567,377.396152431973,386.206030974106,403.973683517672,372.763458290367
"173",347.760578350198,400.738794925301,386.206030974106,403.973683517672,372.763458290367
"174",347.760578350198,400.738794925301,392.788653606673,403.973683517672,377.891414878411
"175",347.760578350198,403.206586800315,403.314297870627,403.973683517672,382.280145385187
"176",351.62700541734,406.230216551354,403.314297870627,403.973683517672,384.725093264388
"177",351.62700541734,412.003195796191,403.314297870627,406.99911396165,389.84936537212
"178",351.62700541734,412.003195796191,411.726100601353,427.275896342425,389.84936537212
"179",356.650996816046,412.003195796191,427.0780514839,436.389474819748,389.84936537212
"180",356.650996816046,424.10661833839,427.0780514839,438.921650302358,395.533336481394
"181",361.614791818785,426.518993953142,427.0780514839,438.921650302358,395.533336481394
"182",372.763762414005,426.518993953142,438.49916620629,438.921650302358,410.594142090695
"183",375.1208166617,426.518993953142,442.644618676286,452.669738754786,413.887334099763
"184",390.402366657304,426.518993953142,447.527542592022,452.669738754786,413.887334099763
"185",390.402366657304,426.518993953142,447.527542592022,462.734840845589,413.887334099763
"186",395.496924494551,440.404560682307,447.527542592022,462.734840845589,413.887334099763
