"","2010"
"1",15.3414296320113
"2",15.3414296320113
"3",15.3414296320113
"4",15.3414296320113
"5",15.3414296320113
"6",15.3414296320113
"7",15.3414296320113
"8",15.3414296320113
"9",15.3414296320113
"10",18.9350736313395
"11",18.9350736313395
"12",18.9350736313395
"13",18.9350736313395
"14",24.4572598817697
"15",24.4572598817697
"16",24.4572598817697
"17",24.4572598817697
"18",24.4572598817697
"19",24.4572598817697
"20",24.4572598817697
"21",24.4572598817697
"22",24.4572598817697
"23",24.4572598817697
"24",24.4572598817697
"25",31.6114206286835
"26",31.6114206286835
"27",31.6114206286835
"28",38.1200135776391
"29",38.1200135776391
"30",38.1200135776391
"31",38.1200135776391
"32",43.7218749106997
"33",53.2693940663938
"34",53.2693940663938
"35",53.2693940663938
"36",53.2693940663938
"37",53.2693940663938
"38",53.2693940663938
"39",53.2693940663938
"40",53.2693940663938
"41",53.2693940663938
"42",53.2693940663938
"43",61.3713338804974
"44",61.3713338804974
"45",61.3713338804974
"46",61.3713338804974
"47",61.3713338804974
"48",61.3713338804974
"49",61.3713338804974
"50",61.3713338804974
"51",61.3713338804974
"52",61.3713338804974
"53",61.3713338804974
"54",61.3713338804974
"55",61.3713338804974
"56",61.3713338804974
"57",67.5061037107051
"58",67.5061037107051
"59",70.3429834150809
"60",70.3429834150809
"61",70.3429834150809
"62",70.3429834150809
"63",70.3429834150809
"64",72.6120205458515
"65",72.6120205458515
"66",72.6120205458515
"67",75.2287750039186
"68",75.2287750039186
"69",75.2287750039186
"70",78.4393221213511
"71",78.4393221213511
"72",78.4393221213511
"73",81.0048236150364
"74",81.0048236150364
"75",87.6335842384966
"76",87.6335842384966
"77",87.6335842384966
"78",87.6335842384966
"79",87.6335842384966
"80",92.9710671986399
"81",92.9710671986399
"82",92.9710671986399
"83",92.9710671986399
"84",92.9710671986399
"85",92.9710671986399
"86",92.9710671986399
"87",92.9710671986399
"88",92.9710671986399
"89",92.9710671986399
"90",92.9710671986399
"91",92.9710671986399
"92",92.9710671986399
"93",92.9710671986399
"94",92.9710671986399
"95",96.643180115261
"96",99.0681027177317
"97",102.747583865426
"98",102.747583865426
"99",102.747583865426
"100",102.747583865426
"101",102.747583865426
"102",114.176537005617
"103",127.089044404946
"104",129.511619530173
"105",129.511619530173
"106",129.511619530173
"107",129.511619530173
"108",129.511619530173
"109",129.511619530173
"110",143.03840810883
"111",143.03840810883
"112",149.081077258042
"113",149.081077258042
"114",149.081077258042
"115",149.081077258042
"116",152.877380099704
"117",156.699058548346
"118",156.699058548346
"119",156.699058548346
"120",162.847498511451
"121",169.262716973827
"122",172.756987529634
"123",175.967031650042
"124",179.668545999866
"125",179.668545999866
"126",183.487450999299
"127",183.487450999299
"128",188.946395933756
"129",195.530893938576
"130",210.14187405385
"131",210.14187405385
"132",210.14187405385
"133",210.14187405385
"134",210.14187405385
"135",210.14187405385
"136",210.14187405385
"137",210.14187405385
"138",210.14187405385
"139",210.14187405385
"140",210.14187405385
"141",210.14187405385
"142",210.14187405385
"143",216.810616443209
"144",220.067636406209
"145",234.204914621859
"146",234.204914621859
"147",236.707540759988
"148",236.707540759988
"149",236.707540759988
"150",236.707540759988
"151",243.249821646962
"152",243.249821646962
"153",243.249821646962
"154",243.249821646962
"155",246.301477909871
"156",249.917007395644
"157",249.917007395644
"158",249.917007395644
"159",249.917007395644
"160",249.917007395644
"161",253.177224469954
"162",253.177224469954
"163",260.705982992231
"164",266.272950522816
"165",277.315739337373
"166",277.315739337373
"167",296.822889802416
"168",296.822889802416
"169",296.822889802416
"170",302.396851536108
"171",307.49364553778
"172",307.49364553778
"173",307.49364553778
"174",307.49364553778
"175",320.684175086149
"176",320.684175086149
"177",320.684175086149
"178",320.684175086149
"179",320.684175086149
"180",320.684175086149
"181",325.088631999138
"182",325.088631999138
"183",325.088631999138
"184",325.088631999138
"185",325.088631999138
"186",330.889434450924
"187",334.430001410021
"188",334.430001410021
"189",334.430001410021
"190",334.430001410021
"191",343.412171703053
"192",343.412171703053
"193",348.389316542035
"194",348.389316542035
"195",348.389316542035
"196",348.389316542035
"197",348.389316542035
"198",348.389316542035
"199",348.389316542035
"200",348.389316542035
"201",351.19957308989
"202",351.19957308989
"203",365.716978561961
"204",365.716978561961
"205",365.716978561961
"206",368.00275612964
"207",368.00275612964
"208",390.223801906649
"209",390.223801906649
"210",390.223801906649
"211",390.223801906649
"212",393.418651231919
"213",408.644816775783
"214",408.644816775783
"215",408.644816775783
"216",411.587637642507
"217",418.105273652996
"218",418.105273652996
"219",422.962167144274
"220",422.962167144274
"221",422.962167144274
"222",429.792261282999
"223",436.315016316318
"224",436.315016316318
"225",436.315016316318
"226",440.216429259186
"227",442.824181165028
"228",450.350916704316
"229",450.350916704316
"230",455.698292046305
