"","2011","2012","2009","2010"
"139",984.070928808222,1057.92123443231,896.242667497801,1013.32895302408
"140",990.89729312735,1063.94165039343,909.888539464433,1037.94716859079
"141",1000.00962836702,1077.44494145678,912.606468995709,1046.57043447037
"142",1009.94324009865,1087.76978215696,924.216475306725,1050.10464741202
"143",1016.01755357858,1099.11926690324,946.411620257811,1062.87564222484
"144",1032.10156709478,1104.09707312252,952.372789673629,1074.76083872016
"145",1035.0781681996,1106.37907068573,972.199281752077,1094.66878142637
"146",1037.53509457341,1123.05763891945,982.228443281988,1118.95841137201
"147",1040.63059273659,1123.05763891945,993.443000716288,1136.19261933117
"148",1040.63059273659,1126.06226302927,1003.42163069392,1158.65679023936
"149",1052.13358512495,1139.95452692128,1029.49279667473,1172.73358774793
"150",1059.48332848137,1146.16004177448,1029.49279667473,1180.94646809634
"151",1063.44352607194,1148.51623802007,1029.49279667473,1188.02131317219
"152",1078.88794632049,1151.60013309657,1045.55196012801,1196.7579249781
"153",1082.71164646809,1155.46313007275,1056.85052316649,1200.35696225363
"154",1085.78410975015,1165.49537561206,1061.50842690138,1205.73356386226
"155",1100.8085438893,1173.46497725492,1071.63904457298,1212.54176939953
"156",1105.19484813603,1198.64370642967,1077.88132968159,1218.22602025063
"157",1105.19484813603,1198.64370642967,1077.88132968159,1232.74364747276
"158",1129.19754819214,1215.33937011084,1082.40635699838,1251.45042496986
"159",1129.19754819214,1223.38795144678,1104.83111972247,1273.05073157979
"160",1134.37630922341,1241.39840365198,1112.60615021263,1296.4531177079
"161",1134.37630922341,1246.86568747571,1112.60615021263,1313.57711143741
"162",1151.01881436021,1246.86568747571,1120.1694462202,1317.67192883936
"163",1155.91959963683,1251.37136082252,1142.96464089693,1338.32881430383
"164",1172.51317969233,1251.37136082252,1146.92368456419,1341.53206000962
"165",1180.19199661739,1259.34099082502,1161.05291421613,1341.53206000962
"166",1195.07326512622,1263.72793790232,1181.99239092105,1366.12344784028
"167",1195.07326512622,1291.45811928149,1205.7666824326,1383.54220566196
"168",1197.62672965468,1306.59085839648,1231.12075614972,1383.54220566196
"169",1218.76761233313,1325.11285883258,1237.6552951351,1386.64405932543
"170",1234.78100147963,1338.76709061339,1237.6552951351,1386.64405932543
"171",1248.01240251814,1363.25610778684,1246.46387288169,1392.10136654352
"172",1267.61528828001,1370.97290313284,1252.83037615288,1392.10136654352
"173",1294.76948436948,1370.97290313284,1259.77600006442,1398.49879872503
"174",1306.09251089927,1380.1092064129,1268.01322122908,1417.22439009587
"175",1312.75256263821,1385.68772660938,1268.01322122908,1423.64302584443
"176",1320.36549961664,1391.75378616577,1274.22868666233,1427.76709465112
"177",1331.37245872879,1397.26986612806,1282.92496031192,1434.07724821282
"178",1347.8843954047,1403.87576543018,1306.39514841186,1455.14056738505
"179",1367.39541599084,1403.87576543018,1310.25252828205,1459.48260151672
"180",1377.62155817656,1413.36545347374,1334.74314083628,1459.48260151672
"181",1383.43257637986,1430.42448779455,1354.72630333748,1482.98998516246
"182",1393.2224452042,1450.71478564833,1357.86485443391,1486.93694422234
"183",1413.78038007051,1464.60575151122,1363.83514323763,1503.11875820077
"184",1437.62823550408,1474.93653983304,1370.37857960727,1509.48100291975
"185",1437.62823550408,1474.93653983304,1370.37857960727,1529.43311772733
"186",1464.52426523186,1497.52668000548,1375.74134664955,1537.19504877619
"187",1487.33255489097,1497.52668000548,1400.5608490043,1550.5124903157
"188",1487.33255489097,1517.91188944153,1400.5608490043,1550.5124903157
"189",1492.73850996662,1520.9440130431,1413.55545887829,1552.90469993081
"190",1512.95709039953,1533.6814670887,1413.55545887829,1555.35272614239
"191",1527.36280720865,1533.6814670887,1413.55545887829,1572.23370646385
"192",1540.94287114405,1549.14857504337,1416.28688517961,1581.7876217957
"193",1548.19909677466,1566.95554629638,1420.51080331356,1585.94032368193
"194",1555.53993173405,1575.39248900081,1430.33987034966,1589.61755258726
"195",1561.72980954662,1582.9002789266,1432.73933429113,1594.10576746482
"196",1565.30351619783,1596.78390883349,1453.93695880745,1600.74813241035
"197",1581.65898822456,1616.07383797984,1460.77554869982,1607.86840994591
"198",1596.33605065746,1623.83015816561,1460.77554869982,1615.51486678801
"199",1609.10404729264,1626.34717818581,1467.45826809454,1630.69296706161
"200",1630.30090523109,1633.50110558471,1470.35255115108,1646.67187438529
"201",1630.30090523109,1646.71649970528,1470.35255115108,1664.43312544507
"202",1637.24929130495,1649.83192400711,1477.06945604269,1668.18482936114
"203",1642.19333780617,1663.44177505731,1482.64939780773,1687.86708359985
"204",1658.06145178857,1680.87917671196,1490.17900955546,1687.86708359985
"205",1681.67773212076,1680.87917671196,1504.22693586651,1687.86708359985
"206",1685.22148318609,1694.36035353326,1530.3326263755,1690.65078011076
"207",1691.61870475988,1701.99346495369,1534.09050442289,1690.65078011076
"208",1708.62158253959,1725.92962230111,1543.02654064293,1694.536449244
"209",1714.71910151163,1744.47427500384,1546.78813931985,1702.82092727849
"210",1722.36929300322,1744.47427500384,1556.94429177775,1702.82092727849
"211",1731.50457761225,1752.95644085919,1572.96990991049,1710.07612681396
"212",1755.4741696588,1755.22608321407,1580.05264133128,1718.07820881643
"213",1761.32033645435,1764.75927385791,1588.58747569122,1723.89892290789
"214",1779.686759465,1770.51917284115,1599.90733633268,1745.87818042767
"215",1806.17371422391,1773.65686623746,1623.28428957976,1771.1547392292
"216",1812.52833109831,1790.44829632885,1626.15489263785,1771.1547392292
"217",1819.87687528282,1803.35097608049,1638.872205497,1775.56360037339
"218",1827.03930803481,1815.70970672747,1641.74195309803,1780.7390250381
"219",1844.65629967411,1819.3898095602,1650.49269399148,1780.7390250381
"220",1867.36946746318,1823.36953520242,1656.31614279996,1780.7390250381
"221",1878.83820579208,1837.61428376526,1669.1159579066,1783.0624922571
"222",1889.54351958367,1859.22775240376,1683.09531116148,1783.0624922571
"223",1889.54351958367,1862.01510299638,1690.81201458715,1788.27889980356
"224",1915.30024944426,1868.17175703043,1702.50599617501,1788.27889980356
"225",1924.02294732402,1889.32025240978,1726.42602231419,1812.08236246612
"226",1945.38201217171,1899.31444943508,1740.0368079663,1826.21695321055
"227",1964.82379357331,1906.64420446319,1751.54495055144,1831.27208086532
"228",1977.35454742885,1918.97328715828,1763.1547651831,1838.40336004532
"229",1986.22576423233,1921.82221392583,1778.27604793502,1855.52492542864
"230",2001.66952743495,1930.86386611777,1799.80012145455,1862.67910208282
