"","2007","2008","2009"
"1",2.36864266517306,7.26663021742219,0
"2",17.7810348671294,11.0282205055898,4.15381752061112
"3",20.4753334500316,11.0282205055898,4.15381752061112
"4",20.4753334500316,11.0282205055898,4.15381752061112
"5",20.4753334500316,11.0282205055898,16.5298833892721
"6",20.4753334500316,11.0282205055898,35.6350326958414
"7",25.0571118421555,11.0282205055898,35.6350326958414
"8",25.0571118421555,11.0282205055898,35.6350326958414
"9",31.6054497463957,11.0282205055898,35.6350326958414
"10",33.9996627902918,11.0282205055898,41.8179997512791
"11",40.4317400837771,14.5027059462361,41.8179997512791
"12",48.1798229559894,17.6338139936572,41.8179997512791
"13",60.1655918626126,20.3165406012221,44.9196601428117
"14",60.1655918626126,24.3687595408359,48.5783931051995
"15",71.235245900844,43.6700294808571,60.8336308837062
"16",71.235245900844,43.6700294808571,68.0001659944114
"17",71.235245900844,51.6695590823206,75.5873820751684
"18",77.7863318780126,55.9399646175401,78.3383664558668
"19",85.9069907219465,62.4079237921433,78.3383664558668
"20",109.00980292697,67.1462708540874,78.3383664558668
"21",111.642515013079,71.2892425492915,78.3383664558668
"22",111.642515013079,75.2199892972164,83.8708657687758
"23",117.167341942056,75.2199892972164,93.6631853903219
"24",126.553942431815,75.2199892972164,111.53960185992
"25",126.553942431815,93.3561410799019,118.693084840373
"26",132.557418809965,93.3561410799019,136.79514759693
"27",152.710449526394,93.3561410799019,141.099575743892
"28",152.710449526394,98.7923179572443,141.099575743892
"29",157.540097190706,101.891410213009,147.204382350575
"30",157.540097190706,105.98581070905,147.204382350575
"31",157.540097190706,105.98581070905,147.204382350575
"32",157.540097190706,105.98581070905,153.904168183709
"33",165.008033113828,125.843837407812,153.904168183709
"34",171.852049834297,125.843837407812,153.904168183709
"35",185.138723306987,125.843837407812,158.003917972674
"36",187.379348175395,125.843837407812,162.563348116098
"37",190.920749460532,130.301206380695,168.211914766127
"38",190.920749460532,134.004030993532,168.211914766127
"39",197.86750245001,137.59381696163,168.211914766127
"40",208.424891602232,149.459230549829,168.211914766127
"41",219.125218854237,152.973712634876,168.211914766127
"42",219.125218854237,157.245050769705,170.981531399065
"43",223.12657625809,172.143440030407,170.981531399065
"44",237.176673440182,172.143440030407,170.981531399065
"45",237.176673440182,174.926816207638,170.981531399065
"46",242.825334871399,184.270321805649,170.981531399065
"47",242.825334871399,184.270321805649,170.981531399065
"48",242.825334871399,184.270321805649,188.512682981551
"49",242.825334871399,184.270321805649,188.512682981551
"50",249.673957319907,190.325223770967,190.982149676377
"51",262.68527029109,190.325223770967,190.982149676377
"52",262.68527029109,190.325223770967,194.566728799383
"53",262.68527029109,192.949458995394,197.689332183653
"54",269.948443767247,192.949458995394,221.539503156506
"55",269.948443767247,196.748839633112,229.082002687413
"56",276.507980581339,205.18524204785,239.966628921694
"57",296.594385304405,205.18524204785,252.964836777042
"58",303.652553844566,207.817352925681,252.964836777042
"59",303.652553844566,220.377823966642,252.964836777042
"60",303.652553844566,224.479566022673,257.29058224878
"61",306.049755466886,224.479566022673,261.22709466672
"62",306.049755466886,245.253691800203,267.583858016459
"63",311.034107313142,253.804194837843,270.596373838454
"64",311.034107313142,257.512017573409,273.054741659655
"65",329.797194731151,269.945392227766,280.307745175495
"66",329.797194731151,272.768276767981,296.32414062761
"67",329.797194731151,278.256331470583,300.32081043138
"68",333.032583512708,281.305295842188,306.925038123077
"69",333.032583512708,287.38627411889,306.925038123077
"70",343.239116068881,300.776449403498,306.925038123077
"71",345.576291622388,300.776449403498,306.925038123077
"72",349.964802684737,306.719039837866,306.925038123077
"73",349.964802684737,314.286183845202,306.925038123077
"74",349.964802684737,314.286183845202,314.799446029977
"75",349.964802684737,314.286183845202,318.089708013481
"76",349.964802684737,314.286183845202,320.338907733957
"77",353.156769499287,314.286183845202,320.338907733957
"78",359.581005038182,317.71408158144,320.338907733957
"79",363.495284204777,326.16382928408,329.69051195787
"80",363.495284204777,328.706522422498,329.69051195787
"81",363.495284204777,328.706522422498,340.046406299358
"82",363.495284204777,328.706522422498,343.508624597985
"83",369.249311182833,333.309975139865,357.338059322214
"84",369.249311182833,347.575109908659,360.774893221167
"85",371.586631352399,347.575109908659,369.117894742686
"86",375.483536025727,363.305501050163,371.515910205525
"87",377.918272406661,363.305501050163,371.515910205525
"88",377.918272406661,363.305501050163,371.515910205525
"89",383.238418645882,381.855611422632,374.552070573169
"90",385.524162237692,385.508005549959,377.839930992743
"91",389.938975868326,385.508005549959,389.787933169218
"92",394.377806694008,385.508005549959,402.20273673315
"93",394.377806694008,385.508005549959,411.130760906594
"94",412.753190412159,385.508005549959,415.15886549629
"95",412.753190412159,399.175014798228,419.482026554073
"96",415.228574491479,412.776332391488,424.191862964544
"97",428.060154955432,412.776332391488,427.551633160347
"98",428.060154955432,433.448967969811,430.412191758169
"99",447.523915830665,441.282024156463,430.412191758169
"100",452.234622671563,464.371159801765,448.350544280771
"101",457.298245058395,472.612111447241,451.770435612677
"102",470.128686583531,476.185964386062,468.386424100328
"103",489.307904877322,494.516295001682,468.386424100328
"104",510.457468945582,502.195449474104,468.386424100328
"105",514.765255462643,502.195449474104,490.333729311349
"106",523.24036725435,517.059068980764,504.38867465651
"107",536.610378199708,528.095916471814,504.38867465651
"108",536.610378199708,531.560122030373,510.826444141716
"109",536.610378199708,538.358680370583,510.826444141716
"110",540.339631924134,538.358680370583,518.634071344569
"111",540.339631924134,557.52540956145,522.496876038266
"112",549.524461104162,561.856386315845,529.276502434701
"113",571.672752664907,564.457051540327,534.355940692255
