"","2003"
"1",13.8717809088681
"2",39.2920954579653
"3",47.8178066738253
"4",52.6721617045094
"5",52.6721617045094
"6",52.6721617045094
"7",52.6721617045094
"8",52.6721617045094
"9",58.5152031960324
"10",69.6275721661306
"11",69.6275721661306
"12",78.006938637605
"13",86.7910318135149
"14",86.7910318135149
"15",92.1509961272033
"16",98.055920358588
"17",115.736771794127
"18",118.752526244069
"19",130.48886467964
"20",130.48886467964
"21",130.48886467964
"22",135.805720133928
"23",144.793290143427
"24",150.353816462713
"25",150.353816462713
"26",150.353816462713
"27",155.016098539651
"28",158.21391011945
"29",158.21391011945
"30",160.47337864776
"31",165.108807147219
"32",165.108807147219
"33",165.108807147219
"34",165.108807147219
"35",165.108807147219
"36",165.108807147219
"37",184.171773728444
"38",205.948223301122
"39",205.948223301122
"40",205.948223301122
"41",212.864380088972
"42",221.921444641234
"43",221.921444641234
"44",227.110669586101
"45",227.110669586101
"46",227.110669586101
"47",227.110669586101
"48",230.509124833177
"49",230.509124833177
"50",230.509124833177
"51",234.79867074457
"52",237.8041810068
"53",237.8041810068
"54",241.783872479187
"55",256.252797844813
"56",266.759195928837
"57",266.759195928837
"58",271.120727489224
"59",271.120727489224
"60",273.634320841411
"61",284.400660483672
"62",298.803459729114
"63",304.97886662045
"64",310.64615304297
"65",310.64615304297
"66",310.64615304297
"67",310.64615304297
"68",310.64615304297
"69",319.437204575556
"70",319.437204575556
"71",324.898650098736
"72",343.691177081698
"73",347.822290190738
"74",347.822290190738
"75",374.903398614276
"76",374.903398614276
"77",374.903398614276
"78",374.903398614276
"79",374.903398614276
"80",374.903398614276
"81",374.903398614276
"82",374.903398614276
"83",374.903398614276
"84",374.903398614276
"85",374.903398614276
"86",374.903398614276
"87",374.903398614276
"88",387.304729897716
"89",387.304729897716
"90",387.304729897716
"91",387.304729897716
"92",399.535208922094
"93",399.535208922094
"94",399.535208922094
"95",399.535208922094
"96",402.646484356921
"97",402.646484356921
"98",406.503296620704
"99",410.848153951702
"100",414.629265429838
"101",420.6382558564
"102",420.6382558564
"103",424.0287088915
"104",424.0287088915
"105",424.0287088915
"106",427.887463663591
"107",427.887463663591
"108",450.512559528203
"109",453.726116226374
"110",453.726116226374
"111",462.589682877791
"112",469.479490423519
"113",469.479490423519
"114",469.479490423519
"115",469.479490423519
"116",473.050529874578
"117",477.656625771842
"118",487.544947678691
"119",491.628866337163
"120",513.678612814508
"121",519.687546346453
"122",522.634653741787
"123",535.685385711285
"124",539.639418833476
"125",543.617486632159
"126",549.601522096307
"127",553.962801340651
"128",553.962801340651
"129",557.102367188521
"130",557.102367188521
"131",559.546704070735
"132",566.481419232574
"133",574.175046412128
"134",588.454295189155
"135",613.02517724894
"136",613.02517724894
"137",620.095547339821
"138",628.247218093051
"139",639.846352331594
"140",647.034872656162
"141",647.034872656162
"142",653.361963295074
"143",653.361963295074
"144",662.574323735854
"145",666.197281249177
"146",666.197281249177
"147",666.197281249177
"148",676.72554728285
"149",680.036118846126
"150",693.686747717881
"151",693.686747717881
"152",713.303449488287
"153",721.550053525665
"154",721.550053525665
"155",725.232020065878
"156",729.571723226738
"157",729.571723226738
"158",729.571723226738
"159",741.656395599771
"160",741.656395599771
"161",745.445523900865
"162",768.810540176809
"163",768.810540176809
"164",791.047222974448
"165",791.047222974448
"166",791.047222974448
"167",795.521379328795
"168",802.195474227121
"169",802.195474227121
"170",802.195474227121
"171",807.264172554851
"172",807.264172554851
"173",814.839189242575
"174",840.893006432542
"175",859.331562298136
"176",861.995921973073
"177",861.995921973073
"178",880.983830241038
"179",900.437073002311
"180",917.457066470713
"181",917.457066470713
"182",923.125540809319
"183",939.840020034262
"184",943.51151039267
"185",945.838873272411
"186",949.208721511478
"187",952.767054102609
"188",957.375491877873
"189",973.519766732381
"190",979.397027515027
"191",979.397027515027
"192",982.197848953505
"193",982.197848953505
"194",988.82677579228
"195",993.017540275314
"196",993.017540275314
"197",993.017540275314
"198",996.286771908211
"199",996.286771908211
"200",1009.77097617564
"201",1015.8713093031
"202",1015.8713093031
"203",1015.8713093031
"204",1019.77306057267
"205",1023.30213198918
"206",1035.37518984058
"207",1050.81573323511
"208",1055.33158319506
"209",1072.25131206144
"210",1077.05176071773
"211",1079.43442265326
"212",1084.30508968399
"213",1091.0377106218
"214",1095.60631321702
"215",1110.03150828535
"216",1110.03150828535
"217",1112.71722447787
"218",1138.61519807001
"219",1143.48264029846
"220",1150.99507714981
"221",1150.99507714981
"222",1165.08050475196
"223",1175.5837353883
"224",1181.01572347478
"225",1184.40076760337
"226",1191.3717981465
"227",1193.92906634104
"228",1203.22036115391
"229",1206.42491173849
"230",1223.37283260637
