"","2007"
"1",4.68145196887072
"2",4.68145196887072
"3",4.68145196887072
"4",7.90939927436237
"5",11.8910097645375
"6",16.1543333130124
"7",16.1543333130124
"8",16.1543333130124
"9",16.1543333130124
"10",22.3997662839841
"11",22.3997662839841
"12",22.3997662839841
"13",22.3997662839841
"14",22.3997662839841
"15",22.3997662839841
"16",22.3997662839841
"17",22.3997662839841
"18",22.3997662839841
"19",22.3997662839841
"20",22.3997662839841
"21",22.3997662839841
"22",25.4663083276485
"23",25.4663083276485
"24",27.6639596088619
"25",27.6639596088619
"26",27.6639596088619
"27",27.6639596088619
"28",30.7360863696817
"29",30.7360863696817
"30",30.7360863696817
"31",34.865844373295
"32",37.4196720265134
"33",37.4196720265134
"34",40.7498925691059
"35",40.7498925691059
"36",40.7498925691059
"37",40.7498925691059
"38",40.7498925691059
"39",40.7498925691059
"40",40.7498925691059
"41",40.7498925691059
"42",40.7498925691059
"43",43.1058490760328
"44",43.1058490760328
"45",49.8437481042367
"46",49.8437481042367
"47",49.8437481042367
"48",49.8437481042367
"49",56.6136673928108
"50",56.6136673928108
"51",56.6136673928108
"52",56.6136673928108
"53",56.6136673928108
"54",56.6136673928108
"55",56.6136673928108
"56",56.6136673928108
"57",56.6136673928108
"58",56.6136673928108
"59",56.6136673928108
"60",56.6136673928108
"61",56.6136673928108
"62",56.6136673928108
"63",64.8862427622106
"64",64.8862427622106
"65",64.8862427622106
"66",64.8862427622106
"67",64.8862427622106
"68",78.6400481168481
"69",82.7584435113716
"70",82.7584435113716
"71",98.3153790806312
"72",102.642045020661
"73",102.642045020661
"74",102.642045020661
"75",105.476076786238
"76",105.476076786238
"77",105.476076786238
"78",105.476076786238
"79",105.476076786238
"80",110.028896498289
"81",110.028896498289
"82",110.028896498289
"83",110.028896498289
"84",110.028896498289
"85",110.028896498289
"86",110.028896498289
"87",110.028896498289
"88",110.028896498289
"89",110.028896498289
"90",110.028896498289
"91",110.028896498289
"92",110.028896498289
"93",110.028896498289
"94",123.032391634567
"95",123.032391634567
"96",123.032391634567
"97",123.032391634567
"98",123.032391634567
"99",123.032391634567
"100",125.866351181988
"101",125.866351181988
"102",125.866351181988
"103",128.398319204859
"104",128.398319204859
"105",131.808618374509
"106",131.808618374509
"107",131.808618374509
"108",131.808618374509
"109",136.377982206441
"110",136.377982206441
"111",136.377982206441
"112",136.377982206441
"113",136.377982206441
"114",140.383742801361
"115",140.383742801361
"116",140.383742801361
"117",145.078320828755
"118",145.078320828755
"119",148.9459173467
"120",161.186822847163
"121",166.039753763015
"122",166.039753763015
"123",168.28952218998
"124",168.28952218998
"125",168.28952218998
"126",168.28952218998
"127",176.392240729317
"128",176.392240729317
"129",178.763305380777
"130",187.041363049437
"131",187.041363049437
"132",191.870314252842
"133",191.870314252842
"134",191.870314252842
"135",191.870314252842
"136",203.391893393391
"137",203.391893393391
"138",203.391893393391
"139",203.391893393391
"140",203.391893393391
"141",209.076273343072
"142",212.32404852064
"143",212.32404852064
"144",212.32404852064
"145",212.32404852064
"146",212.32404852064
"147",212.32404852064
"148",212.32404852064
"149",216.831860922671
"150",221.742133909178
"151",221.742133909178
"152",228.921184198683
"153",249.226234282574
"154",249.226234282574
"155",259.086584507857
"156",262.702011959546
"157",262.702011959546
"158",275.721277642971
"159",294.266464175109
"160",294.266464175109
"161",297.91405841206
"162",303.160613204893
"163",323.638047044031
"164",336.571322326584
"165",336.571322326584
"166",344.101559324873
"167",364.849639572985
"168",364.849639572985
"169",364.849639572985
"170",364.849639572985
"171",364.849639572985
"172",364.849639572985
"173",367.553391398603
"174",370.307248609946
"175",373.947366653334
"176",373.947366653334
"177",379.217298221873
"178",387.75810145226
"179",387.75810145226
"180",394.848031281556
"181",397.205472380202
"182",409.413775702441
"183",416.472279078957
"184",424.43146066141
"185",441.235245531392
"186",441.235245531392
"187",441.235245531392
"188",450.647331864951
"189",450.647331864951
"190",450.647331864951
"191",462.109947660819
"192",462.109947660819
"193",468.892072803848
"194",468.892072803848
"195",468.892072803848
"196",468.892072803848
"197",471.480844100324
"198",471.480844100324
"199",471.480844100324
"200",471.480844100324
"201",471.480844100324
"202",490.592532247132
"203",490.592532247132
"204",490.592532247132
"205",490.592532247132
"206",490.592532247132
"207",490.592532247132
"208",490.592532247132
"209",494.003201595421
"210",494.003201595421
"211",502.517315338095
"212",502.517315338095
"213",502.517315338095
"214",502.517315338095
"215",502.517315338095
"216",502.517315338095
"217",505.292468579916
"218",505.292468579916
"219",505.292468579916
"220",505.292468579916
"221",512.087950968345
"222",522.676017776119
"223",522.676017776119
"224",522.676017776119
"225",522.676017776119
"226",535.307556289739
"227",535.307556289739
"228",542.891441771147
"229",546.137803486078
"230",546.137803486078
