"","2012","2011","2007","2008","2009","2010"
"1",0,0,4.41036667776937,0,0,7.62117706807005
"2",15.1772885279408,0,4.41036667776937,0,0,18.1147538460406
"3",21.4955912432432,3.59527861413949,4.41036667776937,0,0,18.1147538460406
"4",21.4955912432432,3.59527861413949,4.41036667776937,4.90943734840726,3.13696310382892,18.1147538460406
"5",41.9958087241333,3.59527861413949,6.97207133086441,4.90943734840726,6.3130083018313,18.1147538460406
"6",45.1131992146787,9.28965685614155,10.9945491034508,4.90943734840726,8.7645154995732,18.1147538460406
"7",45.1131992146787,9.28965685614155,10.9945491034508,4.90943734840726,8.7645154995732,18.1147538460406
"8",54.8611768873844,9.28965685614155,18.3885868160113,9.40922952820477,8.7645154995732,18.1147538460406
"9",54.8611768873844,9.28965685614155,18.3885868160113,9.40922952820477,8.7645154995732,22.6027092206462
"10",54.8611768873844,12.4718952869281,27.1054539264434,9.40922952820477,8.7645154995732,34.844143804754
"11",54.8611768873844,15.2010371118225,39.3502206791375,9.40922952820477,8.7645154995732,34.844143804754
"12",54.8611768873844,23.1441565641768,39.3502206791375,9.40922952820477,18.6142708186245,42.0216775318521
"13",54.8611768873844,23.1441565641768,39.3502206791375,9.40922952820477,34.1507399513721,63.9284703592056
"14",54.8611768873844,34.4775264729167,39.3502206791375,9.40922952820477,54.0854361867923,63.9284703592056
"15",54.8611768873844,34.4775264729167,42.7920648200586,9.40922952820477,70.1126592761293,70.6549457512358
"16",54.8611768873844,41.1967400703801,42.7920648200586,9.40922952820477,77.9578481182819,70.6549457512358
"17",54.8611768873844,44.0307720996968,64.5970259692215,19.706490407393,80.2729934060478,70.6549457512358
"18",54.8611768873844,44.0307720996968,73.8435134179568,26.7797997278021,80.2729934060478,70.6549457512358
"19",54.8611768873844,49.218168588986,85.9283354745178,30.5705325078866,80.2729934060478,77.2448158622101
"20",54.8611768873844,49.218168588986,85.9283354745178,32.9103997711308,87.8677832459203,77.2448158622101
"21",59.5365545477138,49.218168588986,85.9283354745178,36.4258719595731,92.0941725338308,77.2448158622101
"22",59.5365545477138,52.6801981767539,85.9283354745178,38.9285111722537,95.8117633240486,83.4283796542201
"23",63.0554480321037,57.7531807033769,99.1838874168695,38.9285111722537,95.8117633240486,92.7819589060614
"24",67.6845146096005,61.5219812228937,106.522447344404,44.0766541756776,95.8117633240486,96.41791038068
"25",81.6901734902841,61.5219812228937,106.522447344404,59.8199568003001,107.050352518167,96.41791038068
"26",84.1502179003677,64.066599449858,110.809527814195,66.1731104362688,113.727810449998,106.807184038842
"27",84.1502179003677,64.066599449858,113.782939390668,66.1731104362688,113.727810449998,119.954333293196
"28",99.161395856737,71.3431743782096,113.782939390668,76.3112171853726,113.727810449998,119.954333293196
"29",107.35287408872,86.7380079693483,113.782939390668,76.3112171853726,113.727810449998,125.654186575547
"30",110.162721241916,89.7871709363707,113.782939390668,85.8970484321811,120.128945072067,134.713831837524
"31",110.162721241916,89.7871709363707,131.023858343248,85.8970484321811,120.128945072067,134.713831837524
"32",110.162721241916,89.7871709363707,136.237702355181,85.8970484321811,120.128945072067,134.713831837524
"33",110.162721241916,100.504784454399,144.262290575182,85.8970484321811,140.426366492393,138.576549462112
"34",114.442144640044,100.504784454399,144.262290575182,85.8970484321811,156.772643391365,150.076278022484
"35",114.442144640044,121.134748108171,148.198120589034,89.9267961126156,156.772643391365,157.03634856631
"36",114.442144640044,127.321799636449,152.473116522292,89.9267961126156,156.772643391365,172.400651334789
"37",125.613570765877,127.321799636449,154.713702425883,89.9267961126156,168.422110836983,179.081080083364
"38",125.613570765877,129.757747722226,154.713702425883,89.9267961126156,168.422110836983,182.467082183859
"39",128.166332137606,142.237937774823,158.205675870425,89.9267961126156,179.48339828076,190.335354860816
"40",128.166332137606,142.237937774823,164.105754547257,108.468005930348,179.48339828076,190.335354860816
"41",134.038592428837,142.237937774823,167.45012944363,108.468005930348,192.950404010293,200.71493233604
"42",134.038592428837,142.237937774823,171.5694006686,108.468005930348,192.950404010293,204.07072976954
"43",134.038592428837,142.237937774823,171.5694006686,111.693674606562,196.224960015939,208.5741652838
"44",134.038592428837,142.237937774823,171.5694006686,114.816681707932,196.224960015939,215.732535051429
"45",137.35793117333,142.237937774823,173.793229579689,119.989826220828,198.58925117665,215.732535051429
"46",137.35793117333,142.237937774823,177.617749755063,127.751387628288,198.58925117665,215.732535051429
"47",137.35793117333,142.237937774823,177.617749755063,127.751387628288,198.58925117665,215.732535051429
"48",137.35793117333,142.237937774823,177.617749755063,142.221985842977,198.58925117665,228.633458741585
"49",137.35793117333,142.237937774823,177.617749755063,142.221985842977,198.58925117665,235.663828798486
"50",137.35793117333,150.542357455585,190.139632577078,142.221985842977,201.906426188201,235.663828798486
"51",148.373466404088,150.542357455585,196.917888581076,142.221985842977,207.251036954992,243.454614620148
"52",150.698795384582,155.773878063043,196.917888581076,147.217370277844,207.251036954992,243.454614620148
"53",167.622278113625,155.773878063043,199.578366556213,147.217370277844,207.251036954992,251.189997336903
"54",167.622278113625,155.773878063043,203.20575088634,147.217370277844,221.538913745091,251.189997336903
"55",173.749719948554,155.773878063043,205.727859422805,147.217370277844,236.553648062605,251.189997336903
"56",179.235027497671,155.773878063043,205.727859422805,151.032932605012,240.203972498042,251.189997336903
"57",181.944031558538,158.444011495707,209.889244711266,151.032932605012,240.203972498042,251.189997336903
"58",184.289773143826,164.173323811452,214.637649360317,151.032932605012,247.409380412255,262.642079094421
"59",192.475658212702,164.173323811452,214.637649360317,151.032932605012,247.409380412255,262.642079094421
"60",192.475658212702,164.173323811452,214.637649360317,156.112146669586,259.53701455857,267.78458168554
"61",199.541453827547,170.071695362399,214.637649360317,159.126570168,259.53701455857,270.133618364881
"62",199.541453827547,175.49858270539,214.637649360317,162.323958164127,259.53701455857,282.898211907732
"63",199.541453827547,175.49858270539,214.637649360317,162.323958164127,259.53701455857,282.898211907732
"64",215.34610689219,175.49858270539,223.527292891967,170.624145645098,269.3806606367,282.898211907732
"65",215.34610689219,180.560335423955,223.527292891967,170.624145645098,277.696579933416,287.799098706664
"66",234.206350409675,189.692457217,225.78106897067,173.044510268011,280.562965937141,287.799098706664
"67",234.206350409675,195.855601338799,225.78106897067,175.834162175006,284.224166533425,306.965246249284
"68",240.609559807791,214.001806545744,232.618879221284,190.399592872047,284.224166533425,306.965246249284
"69",257.35819031665,214.001806545744,232.618879221284,190.399592872047,289.33914384505,325.639244791625
"70",257.35819031665,214.001806545744,237.845487198137,193.710437026693,292.483680670701,329.067771890689
"71",262.502641932501,214.001806545744,246.744455656381,193.710437026693,292.483680670701,334.901720201935
"72",262.502641932501,217.658290683592,259.398499590266,193.710437026693,302.518649762012,334.901720201935
"73",262.502641932501,217.658290683592,259.398499590266,199.707109757926,302.518649762012,349.453060241203
"74",262.502641932501,217.658290683592,259.398499590266,203.079337175553,302.518649762012,349.453060241203
"75",262.502641932501,234.273977805881,264.901111928572,216.049481666572,306.920439224744,357.809924404462
"76",265.51997854032,237.498212484817,264.901111928572,216.049481666572,306.920439224744,357.809924404462
"77",269.453661686776,237.498212484817,268.853862176363,219.968418408369,310.52440489267,372.950387158536
"78",273.178498617247,240.476427157652,268.853862176363,222.603177112146,310.52440489267,379.550729079366
"79",273.178498617247,256.009422815335,271.621932744881,241.267735999028,310.52440489267,379.550729079366
