"X","Species","Type","site","lat","lon","alt","Biome","year","tree","DOY","MAT","Chill0_5","Chill_5_5","Chill_5_0","Chill_10_0","Force5s","photoperiod","scPDSI1","scPDSI2","scPDSI3","scPDSI4","scPDSI5","scPDSI6","scPDSI_p","SPEI1m1","SPEI1m2","SPEI1m3","SPEI1m4","SPEI1m5","SPEI1m6","SPEI1m_p","SPEI3m1","SPEI3m2","SPEI3m3","SPEI3m4","SPEI3m5","SPEI3m6","SPEI3m_p","SPEI6m1","SPEI6m2","SPEI6m3","SPEI6m4","SPEI6m5","SPEI6m6","SPEI6m_p","Precip","PrecipDOY"
"593","LADE","Early","SUS",45.05,6.666666667,2030,"Temperate",2003,282,166,4.20191780821918,60,132,72,105,245.050596543017,15.41,-0.29,-0.87,-1.67,-1.51,-2.37,-3.28,-2.37,0.059586,-0.32841,-1.2983,0.384,0.17154,-0.79972,0.17154,0.46916,-0.59889,-0.99311,-0.8357,-0.57979,-0.30396,-0.57979,0.55188,0.2838,-0.24617,-0.2296,-0.83338,-0.8934,-0.83338,355.8,129.6
"594","LADE","Early","SUS",45.05,6.666666667,2030,"Temperate",2003,283,142,4.20191780821918,59,131,72,105,84.0335706329676,14.91,-0.29,-0.87,-1.67,-1.51,-2.37,-3.28,-2.37,0.059586,-0.32841,-1.2983,0.384,0.17154,-0.79972,0.17154,0.46916,-0.59889,-0.99311,-0.8357,-0.57979,-0.30396,-0.57979,0.55188,0.2838,-0.24617,-0.2296,-0.83338,-0.8934,-0.83338,355.8,90.8
"595","LADE","Early","S19",46.39166667,7.75,1928,"Temperate",2013,1,166,3.51648923335068,69,132,63,103,120.086044337734,15.59,1.03,1.1,1,1.19,2,1.56,2,-0.63311,-0.084655,0.52923,1.3969,1.2435,-1.2382,1.2435,0.95619,0.6673,-0.27876,0.97874,1.6252,1.1595,1.6252,0.78449,0.63531,0.6857,1.258,1.4409,0.53879,1.4409,NA,NA
"596","LADE","Early","S19",46.39166667,7.75,1928,"Temperate",2013,4,169,3.51648923335068,69,132,63,103,155.238553994377,15.6,1.03,1.1,1,1.19,2,1.56,1.56,-0.63311,-0.084655,0.52923,1.3969,1.2435,-1.2382,-1.2382,0.95619,0.6673,-0.27876,0.97874,1.6252,1.1595,1.1595,0.78449,0.63531,0.6857,1.258,1.4409,0.53879,0.53879,NA,NA
"597","LADE","Early","S19",46.39166667,7.75,1928,"Temperate",2013,3,169,3.51648923335068,69,132,63,103,155.238553994377,15.6,1.03,1.1,1,1.19,2,1.56,1.56,-0.63311,-0.084655,0.52923,1.3969,1.2435,-1.2382,-1.2382,0.95619,0.6673,-0.27876,0.97874,1.6252,1.1595,1.1595,0.78449,0.63531,0.6857,1.258,1.4409,0.53879,0.53879,NA,NA
"598","LADE","Early","SUS",45.05,6.666666667,2030,"Temperate",2003,285,156,4.20191780821918,60,132,72,105,152.642657070461,15.27,-0.29,-0.87,-1.67,-1.51,-2.37,-3.28,-2.37,0.059586,-0.32841,-1.2983,0.384,0.17154,-0.79972,0.17154,0.46916,-0.59889,-0.99311,-0.8357,-0.57979,-0.30396,-0.57979,0.55188,0.2838,-0.24617,-0.2296,-0.83338,-0.8934,-0.83338,355.8,115
"599","LADE","Early","N19",46.38666667,7.768333333,1961,"Temperate",2010,2,160,2.16696676096986,62,124,62,109,112.684399322608,15.52,-1.21,-1.2,-1.34,-2.14,-1.19,-1.43,-1.19,-1.3766,-0.16935,-0.21226,-1.535,2.1905,-1.1975,2.1905,0.43285,-0.016806,-1.0727,-1.3871,1.0349,0.76928,1.0349,-1.2049,-0.59343,-0.36604,-0.57988,0.58126,-0.33799,0.58126,NA,NA
"600","LADE","Early","S19",46.39166667,7.75,1928,"Temperate",2013,2,169,3.51648923335068,69,132,63,103,155.238553994377,15.6,1.03,1.1,1,1.19,2,1.56,1.56,-0.63311,-0.084655,0.52923,1.3969,1.2435,-1.2382,-1.2382,0.95619,0.6673,-0.27876,0.97874,1.6252,1.1595,1.1595,0.78449,0.63531,0.6857,1.258,1.4409,0.53879,0.53879,NA,NA
"601","LADE","Early","SUS",45.05,6.666666667,2030,"Temperate",2003,284,156,4.20191780821918,60,132,72,105,152.642657070461,15.27,-0.29,-0.87,-1.67,-1.51,-2.37,-3.28,-2.37,0.059586,-0.32841,-1.2983,0.384,0.17154,-0.79972,0.17154,0.46916,-0.59889,-0.99311,-0.8357,-0.57979,-0.30396,-0.57979,0.55188,0.2838,-0.24617,-0.2296,-0.83338,-0.8934,-0.83338,355.8,115
"602","PCAB","Late","BLJ",50.73333333,15.65,1270,"Temperate",2014,8,148,5.05890319040822,70,147,77,89,174.159741480751,15.84,-1.15,-1.61,-1.87,-1.89,0.67,0.26,0.67,0.10797,-1.8819,0.30104,0.0058161,1.9217,-1.5159,1.9217,-1.0279,-1.5203,-0.87025,-1.1056,1.6281,0.70347,1.6281,-0.087136,-0.85812,-1.6836,-1.4373,-0.16102,-0.13929,-0.16102,1465.4,473.1
"603","PCAB","Late","S16",46.39166667,7.75,1670,"Temperate",2007,2,131,5.43662956765206,97,150,53,53,153.49660834436,14.64,-0.79,-0.66,-0.59,-1.73,0.76,1.41,-1.73,0.41883,0.40291,0.054154,-1.9359,1.8429,1.4581,-1.9359,-0.36913,0.20032,0.25786,-1.1385,0.36503,1.2945,-1.1385,-0.1405,-0.56428,-0.46424,-1.0316,0.2802,0.98907,-1.0316,NA,NA
"604","PCAB","Late","BLJ",50.73333333,15.65,1270,"Temperate",2014,7,148,5.05890319040822,70,147,77,89,174.159741480751,15.84,-1.15,-1.61,-1.87,-1.89,0.67,0.26,0.67,0.10797,-1.8819,0.30104,0.0058161,1.9217,-1.5159,1.9217,-1.0279,-1.5203,-0.87025,-1.1056,1.6281,0.70347,1.6281,-0.087136,-0.85812,-1.6836,-1.4373,-0.16102,-0.13929,-0.16102,1465.4,473.1
"605","PCAB","Late","BLS",50.73333333,15.65,1270,"Temperate",2013,1,142,3.13833291839178,41,96,55,109,121.683480175872,15.62,0.6,0.93,0.96,0.7,1.45,2.44,1.45,1.7307,1.3353,-0.83561,-0.60271,1.3951,2.2795,1.3951,0.65968,1.3423,1.441,0.056077,0.31156,2.159,0.31156,0.21013,0.61668,0.56383,0.56454,1.2159,2.1818,1.2159,1620.7,480.9
"606","PCAB","Late","5T3",46.45,12.125,2085,"Temperate",2005,23,150,1.5818886129589,61,123,62,101,84.8435403745274,15.32,-1.13,-1.57,-2.15,-1.77,-1.94,-2.69,-1.94,-1.2363,-1.3555,-1.5499,0.49045,-0.48072,-1.7896,-0.48072,-0.85229,-1.3278,-2.0817,-1.3468,-1.1087,-1.0817,-1.1087,-0.71387,-1.0493,-1.3405,-1.5426,-1.6223,-1.8967,-1.6223,NA,NA
"607","PCAB","Late","BLJ",50.73333333,15.65,1270,"Temperate",2014,6,144,5.05890319040822,70,147,77,89,151.762463201023,15.69,-1.15,-1.61,-1.87,-1.89,0.67,0.26,0.67,0.10797,-1.8819,0.30104,0.0058161,1.9217,-1.5159,1.9217,-1.0279,-1.5203,-0.87025,-1.1056,1.6281,0.70347,1.6281,-0.087136,-0.85812,-1.6836,-1.4373,-0.16102,-0.13929,-0.16102,1465.4,452.4
"608","PCAB","Late","BLS",50.73333333,15.65,1270,"Temperate",2013,2,138,3.13833291839178,40,95,55,109,108.856065807303,15.45,0.6,0.93,0.96,0.7,1.45,2.44,1.45,1.7307,1.3353,-0.83561,-0.60271,1.3951,2.2795,1.3951,0.65968,1.3423,1.441,0.056077,0.31156,2.159,0.31156,0.21013,0.61668,0.56383,0.56454,1.2159,2.1818,1.2159,1620.7,472
"609","PCAB","Late","BLJ",50.73333333,15.65,1270,"Temperate",2014,5,155,5.05890319040822,72,149,77,89,189.897873110348,16.05,-1.15,-1.61,-1.87,-1.89,0.67,0.26,0.67,0.10797,-1.8819,0.30104,0.0058161,1.9217,-1.5159,1.9217,-1.0279,-1.5203,-0.87025,-1.1056,1.6281,0.70347,1.6281,-0.087136,-0.85812,-1.6836,-1.4373,-0.16102,-0.13929,-0.16102,1465.4,482.3
"610","PCAB","Late","S16",46.39166667,7.75,1670,"Temperate",2007,1,117,5.43662956765206,95,148,53,53,105.910589328337,13.99,-0.79,-0.66,-0.59,-1.73,0.76,1.41,-1.73,0.41883,0.40291,0.054154,-1.9359,1.8429,1.4581,-1.9359,-0.36913,0.20032,0.25786,-1.1385,0.36503,1.2945,-1.1385,-0.1405,-0.56428,-0.46424,-1.0316,0.2802,0.98907,-1.0316,NA,NA
"611","PCAB","Late","BLJ",50.73333333,15.65,1270,"Temperate",2013,6,125,3.36251497984932,38,91,53,109,62.2558468399396,14.81,0.6,0.93,0.96,0.7,1.45,2.44,0.7,1.7307,1.3353,-0.83561,-0.60271,1.3951,2.2795,-0.60271,0.65968,1.3423,1.441,0.056077,0.31156,2.159,0.056077,0.21013,0.61668,0.56383,0.56454,1.2159,2.1818,0.56454,1620.7,408.1
"612","PCAB","Late","LH1",50.7,15.65,1310,"Temperate",2010,8,139,2.36386803110411,53,105,52,101,59.1240152109207,15.48,0.94,0.63,0.65,0.51,1.34,1.03,1.34,0.40971,-1.2726,0.15739,-0.041897,1.4236,0.49501,1.4236,0.28405,0.48262,-0.38645,-0.81656,1.0744,1.1084,1.0744,0.11995,-0.02569,0.54986,-0.24958,0.9179,0.53255,0.9179,1916.1,392.2
"613","PCAB","Late","BLJ",50.73333333,15.65,1270,"Temperate",2013,5,138,3.36251497984932,40,93,53,109,113.338809130657,15.45,0.6,0.93,0.96,0.7,1.45,2.44,1.45,1.7307,1.3353,-0.83561,-0.60271,1.3951,2.2795,1.3951,0.65968,1.3423,1.441,0.056077,0.31156,2.159,0.31156,0.21013,0.61668,0.56383,0.56454,1.2159,2.1818,1.2159,1620.7,472
"614","PCAB","Late","5T3",46.45,12.125,2085,"Temperate",2004,24,172,2.07715846994536,56,128,72,131,117.767285485382,15.62,-2.39,-1.55,-1.47,-1.76,-1.29,-1.35,-1.35,-0.86013,1.0755,0.046338,-0.88713,0.42485,-0.64961,-0.64961,0.77138,0.53362,0.12179,0.070386,-0.41462,-0.75723,-0.75723,0.05106,0.70439,0.9426,0.65902,0.10064,-0.44013,-0.44013,465.6,95.4
"615","PCAB","Late","LH1",50.7,15.65,1310,"Temperate",2010,4,158,2.36386803110411,55,107,52,101,127.976532766536,16.11,0.94,0.63,0.65,0.51,1.34,1.03,1.34,0.40971,-1.2726,0.15739,-0.041897,1.4236,0.49501,1.4236,0.28405,0.48262,-0.38645,-0.81656,1.0744,1.1084,1.0744,0.11995,-0.02569,0.54986,-0.24958,0.9179,0.53255,0.9179,1916.1,574.6
"616","PCAB","Late","5T3",46.45,12.125,2085,"Temperate",2004,25,172,2.07715846994536,56,128,72,131,117.767285485382,15.62,-2.39,-1.55,-1.47,-1.76,-1.29,-1.35,-1.35,-0.86013,1.0755,0.046338,-0.88713,0.42485,-0.64961,-0.64961,0.77138,0.53362,0.12179,0.070386,-0.41462,-0.75723,-0.75723,0.05106,0.70439,0.9426,0.65902,0.10064,-0.44013,-0.44013,465.6,95.4
"617","PCAB","Late","BLJ",50.73333333,15.65,1270,"Temperate",2014,4,141,5.05890319040822,70,147,77,89,126.011008379287,15.57,-1.15,-1.61,-1.87,-1.89,0.67,0.26,0.67,0.10797,-1.8819,0.30104,0.0058161,1.9217,-1.5159,1.9217,-1.0279,-1.5203,-0.87025,-1.1056,1.6281,0.70347,1.6281,-0.087136,-0.85812,-1.6836,-1.4373,-0.16102,-0.13929,-0.16102,1465.4,434.1
"618","PCAB","Late","5T2",46.45833333,12.13333333,2156,"Temperate",2003,11,157,2.92002739726027,48,124,76,120,145.913254953085,15.47,-0.53,-1.1,-1.95,-1.65,-2.26,-2.88,-2.26,-0.28531,-1.2984,-1.6806,-0.072928,-0.70742,-1.625,-0.70742,1.3694,-1.0648,-1.7817,-1.6409,-1.592,-1.4338,-1.592,1.256,0.7364,0.034079,0.14966,-1.806,-1.8875,-1.806,518.1,35.3
"619","PCAB","Late","S16",46.39166667,7.75,1670,"Temperate",2007,3,117,5.43662956765206,95,148,53,53,105.910589328337,13.99,-0.79,-0.66,-0.59,-1.73,0.76,1.41,-1.73,0.41883,0.40291,0.054154,-1.9359,1.8429,1.4581,-1.9359,-0.36913,0.20032,0.25786,-1.1385,0.36503,1.2945,-1.1385,-0.1405,-0.56428,-0.46424,-1.0316,0.2802,0.98907,-1.0316,NA,NA
"620","PCAB","Late","5T2",46.45833333,12.13333333,2156,"Temperate",2004,11,165,1.99469945355191,66,130,64,118,86.09111141306,15.58,-2.39,-1.55,-1.47,-1.76,-1.29,-1.35,-1.29,-0.86013,1.0755,0.046338,-0.88713,0.42485,-0.64961,0.42485,0.77138,0.53362,0.12179,0.070386,-0.41462,-0.75723,-0.41462,0.05106,0.70439,0.9426,0.65902,0.10064,-0.44013,0.10064,465.6,51
"621","PCAB","Late","5T2",46.45833333,12.13333333,2156,"Temperate",2002,11,162,2.7907397260274,57,140,83,121,84.9038300625833,15.55,-2.34,-2.3,-2.53,0.25,0.78,0.76,0.78,-1.2063,-0.13618,-0.10743,0.61989,1.2005,1.5612,1.2005,-1.7711,-1.5947,-0.81933,-0.0036587,0.8685,1.79,0.8685,-1.929,-1.8569,-2.0517,-1.391,-0.47943,0.45263,-0.47943,NA,NA
"622","PCAB","Late","5T3",46.45,12.125,2085,"Temperate",2004,23,176,2.07715846994536,57,129,72,131,128.586589438797,15.61,-2.39,-1.55,-1.47,-1.76,-1.29,-1.35,-1.35,-0.86013,1.0755,0.046338,-0.88713,0.42485,-0.64961,-0.64961,0.77138,0.53362,0.12179,0.070386,-0.41462,-0.75723,-0.75723,0.05106,0.70439,0.9426,0.65902,0.10064,-0.44013,-0.44013,465.6,102.6
"623","PCAB","Late","LH1",50.7,15.65,1310,"Temperate",2010,2,145,2.36386803110411,53,105,52,101,79.5684796993531,15.73,0.94,0.63,0.65,0.51,1.34,1.03,1.34,0.40971,-1.2726,0.15739,-0.041897,1.4236,0.49501,1.4236,0.28405,0.48262,-0.38645,-0.81656,1.0744,1.1084,1.0744,0.11995,-0.02569,0.54986,-0.24958,0.9179,0.53255,0.9179,1916.1,444.2
"624","PCAB","Late","GRD",48.48333333,7.15,643,"Temperate",2007,58,114,8.0372143042,71,92,21,25,239.371008215754,13.99,1.79,2.05,2.37,1.27,1.76,2.28,1.27,-0.27223,0.91302,1.4194,-1.9141,1.2619,1.5816,-1.9141,-0.84737,0.098294,1.0637,0.35164,0.71046,0.94854,0.35164,1.601,1.049,0.76801,-0.47327,0.49219,1.241,-0.47327,2176.82,718.56
"625","PCAB","Late","5T3",46.45,12.125,2085,"Temperate",2005,21,157,1.5818886129589,62,124,62,101,104.937942067424,15.48,-1.13,-1.57,-2.15,-1.77,-1.94,-2.69,-1.94,-1.2363,-1.3555,-1.5499,0.49045,-0.48072,-1.7896,-0.48072,-0.85229,-1.3278,-2.0817,-1.3468,-1.1087,-1.0817,-1.1087,-0.71387,-1.0493,-1.3405,-1.5426,-1.6223,-1.8967,-1.6223,NA,NA
"626","PCAB","Late","LH1",50.7,15.65,1310,"Temperate",2010,9,145,2.36386803110411,53,105,52,101,79.5684796993531,15.73,0.94,0.63,0.65,0.51,1.34,1.03,1.34,0.40971,-1.2726,0.15739,-0.041897,1.4236,0.49501,1.4236,0.28405,0.48262,-0.38645,-0.81656,1.0744,1.1084,1.0744,0.11995,-0.02569,0.54986,-0.24958,0.9179,0.53255,0.9179,1916.1,444.2
"627","PCAB","Late","5T3",46.45,12.125,2085,"Temperate",2005,22,157,1.5818886129589,62,124,62,101,104.937942067424,15.48,-1.13,-1.57,-2.15,-1.77,-1.94,-2.69,-1.94,-1.2363,-1.3555,-1.5499,0.49045,-0.48072,-1.7896,-0.48072,-0.85229,-1.3278,-2.0817,-1.3468,-1.1087,-1.0817,-1.1087,-0.71387,-1.0493,-1.3405,-1.5426,-1.6223,-1.8967,-1.6223,NA,NA
"628","PCAB","Late","RUO",60.2,25,60,"Boreal",2008,7,130,6.81251951600273,100,159,59,68,104.663945244485,16.46,2.27,2.51,2.73,2.57,2.15,2.22,2.57,0.91364,1.0361,1.1549,0.45667,-1.5222,1.4057,0.45667,0.84909,1.3959,1.5922,1.2381,-0.28759,0.34544,1.2381,0.67749,0.73685,0.81701,1.3676,0.92757,1.2152,1.3676,NA,NA
"629","PCAB","Late","LH1",50.7,15.65,1310,"Temperate",2010,5,145,2.36386803110411,53,105,52,101,79.5684796993531,15.73,0.94,0.63,0.65,0.51,1.34,1.03,1.34,0.40971,-1.2726,0.15739,-0.041897,1.4236,0.49501,1.4236,0.28405,0.48262,-0.38645,-0.81656,1.0744,1.1084,1.0744,0.11995,-0.02569,0.54986,-0.24958,0.9179,0.53255,0.9179,1916.1,444.2
"630","PCAB","Late","LH1",50.7,15.65,1310,"Temperate",2010,6,139,2.36386803110411,53,105,52,101,59.1240152109207,15.48,0.94,0.63,0.65,0.51,1.34,1.03,1.34,0.40971,-1.2726,0.15739,-0.041897,1.4236,0.49501,1.4236,0.28405,0.48262,-0.38645,-0.81656,1.0744,1.1084,1.0744,0.11995,-0.02569,0.54986,-0.24958,0.9179,0.53255,0.9179,1916.1,392.2
"631","PCAB","Late","BLJ",50.73333333,15.65,1270,"Temperate",2013,8,125,3.36251497984932,38,91,53,109,62.2558468399396,14.81,0.6,0.93,0.96,0.7,1.45,2.44,0.7,1.7307,1.3353,-0.83561,-0.60271,1.3951,2.2795,-0.60271,0.65968,1.3423,1.441,0.056077,0.31156,2.159,0.056077,0.21013,0.61668,0.56383,0.56454,1.2159,2.1818,0.56454,1620.7,408.1
"632","PCAB","Late","LAV",46.2137,11.2942,1776,"Temperate",2010,2,172,2.42879589041096,58,125,67,125,165.942938198771,15.59,-1.3,-1.46,-1.74,-2.42,-1.4,-1.64,-1.64,-0.69783,-0.23576,-0.90096,-1.4072,0.24537,0.40185,0.40185,-0.6833,-0.69593,-1.1536,-1.3973,-1.287,-0.52817,-0.52817,-0.38084,-0.62947,-1.0366,-1.4952,-1.3648,-1.1566,-1.1566,41.705,16.704
"633","PCAB","Late","S16",46.39166667,7.75,1670,"Temperate",2007,4,131,5.43662956765206,97,150,53,53,153.49660834436,14.64,-0.79,-0.66,-0.59,-1.73,0.76,1.41,-1.73,0.41883,0.40291,0.054154,-1.9359,1.8429,1.4581,-1.9359,-0.36913,0.20032,0.25786,-1.1385,0.36503,1.2945,-1.1385,-0.1405,-0.56428,-0.46424,-1.0316,0.2802,0.98907,-1.0316,NA,NA
"634","PCAB","Late","BLJ",50.73333333,15.65,1270,"Temperate",2013,7,138,3.36251497984932,40,93,53,109,113.338809130657,15.45,0.6,0.93,0.96,0.7,1.45,2.44,1.45,1.7307,1.3353,-0.83561,-0.60271,1.3951,2.2795,1.3951,0.65968,1.3423,1.441,0.056077,0.31156,2.159,0.31156,0.21013,0.61668,0.56383,0.56454,1.2159,2.1818,1.2159,1620.7,472
"635","PCAB","Late","BLJ",50.73333333,15.65,1270,"Temperate",2014,3,141,5.05890319040822,70,147,77,89,126.011008379287,15.57,-1.15,-1.61,-1.87,-1.89,0.67,0.26,0.67,0.10797,-1.8819,0.30104,0.0058161,1.9217,-1.5159,1.9217,-1.0279,-1.5203,-0.87025,-1.1056,1.6281,0.70347,1.6281,-0.087136,-0.85812,-1.6836,-1.4373,-0.16102,-0.13929,-0.16102,1465.4,434.1
"636","PCAB","Late","RAJ",49.44,16.69,620,"Temperate",2011,3,118,9.12089620612575,43,90,47,76,180.701826797129,14.28,3,-0.67,-0.65,-0.79,-1.27,-1.5,-0.79,-0.57454,-1.7782,1.1329,-0.44162,-0.33084,-0.4711,-0.44162,-0.40045,-1.3788,-0.25827,-0.26985,0.10359,-0.93402,-0.26985,0.13039,-0.79168,-0.93882,-0.52751,-0.72798,-0.88805,-0.52751,611.4,88.4
"637","PCAB","Late","RAJ",49.44,16.69,620,"Temperate",2011,4,128,9.12089620612575,46,93,47,76,220.689580274294,14.8,3,-0.67,-0.65,-0.79,-1.27,-1.5,-0.79,-0.57454,-1.7782,1.1329,-0.44162,-0.33084,-0.4711,-0.44162,-0.40045,-1.3788,-0.25827,-0.26985,0.10359,-0.93402,-0.26985,0.13039,-0.79168,-0.93882,-0.52751,-0.72798,-0.88805,-0.52751,611.4,106.9
"638","PCAB","Late","RAJ",49.44,16.69,620,"Temperate",2011,5,132,9.12089620612575,46,93,47,76,265.980291117919,15,3,-0.67,-0.65,-0.79,-1.27,-1.5,-0.79,-0.57454,-1.7782,1.1329,-0.44162,-0.33084,-0.4711,-0.44162,-0.40045,-1.3788,-0.25827,-0.26985,0.10359,-0.93402,-0.26985,0.13039,-0.79168,-0.93882,-0.52751,-0.72798,-0.88805,-0.52751,611.4,106.9
"639","PCAB","Late","RAJ",49.44,16.69,620,"Temperate",2011,6,111,9.12089620612575,43,90,47,76,129.498208533744,13.89,3,-0.67,-0.65,-0.79,-1.27,-1.5,-0.79,-0.57454,-1.7782,1.1329,-0.44162,-0.33084,-0.4711,-0.44162,-0.40045,-1.3788,-0.25827,-0.26985,0.10359,-0.93402,-0.26985,0.13039,-0.79168,-0.93882,-0.52751,-0.72798,-0.88805,-0.52751,611.4,87.1
"640","PCAB","Late","5T1",46.45,12.13333333,2085,"Temperate",2001,1,142,2.43027397260274,39,141,102,141,37.870076092842,15.08,2.38,1.84,3.07,3.03,-0.62,0.15,-0.62,0.74594,-0.9101,1.6765,0.34811,-1.1668,0.32899,-1.1668,1.3996,-0.25307,0.998,0.93861,1.0323,-0.3291,1.0323,1.7858,1.5999,1.8136,1.5485,0.42091,0.57029,0.42091,NA,NA
"641","PCAB","Late","5T1",46.45,12.13333333,2085,"Temperate",2001,4,148,2.43027397260274,39,141,102,141,65.1456597892789,15.27,2.38,1.84,3.07,3.03,-0.62,0.15,-0.62,0.74594,-0.9101,1.6765,0.34811,-1.1668,0.32899,-1.1668,1.3996,-0.25307,0.998,0.93861,1.0323,-0.3291,1.0323,1.7858,1.5999,1.8136,1.5485,0.42091,0.57029,0.42091,NA,NA
"642","PCAB","Late","RUO",60.2,25,60,"Boreal",2008,8,130,6.81251951600273,100,159,59,68,104.663945244485,16.46,2.27,2.51,2.73,2.57,2.15,2.22,2.57,0.91364,1.0361,1.1549,0.45667,-1.5222,1.4057,0.45667,0.84909,1.3959,1.5922,1.2381,-0.28759,0.34544,1.2381,0.67749,0.73685,0.81701,1.3676,0.92757,1.2152,1.3676,NA,NA
"643","PCAB","Late","5T2",46.45833333,12.13333333,2156,"Temperate",2005,11,150,1.58546466895068,59,122,63,100,84.8608058173705,15.32,-1.13,-1.57,-2.15,-1.77,-1.94,-2.69,-1.94,-1.2363,-1.3555,-1.5499,0.49045,-0.48072,-1.7896,-0.48072,-0.85229,-1.3278,-2.0817,-1.3468,-1.1087,-1.0817,-1.1087,-0.71387,-1.0493,-1.3405,-1.5426,-1.6223,-1.8967,-1.6223,NA,NA
"644","PCAB","Late","LAV",46.2137,11.2942,1776,"Temperate",2010,1,137,2.42879589041096,52,119,67,125,22.4874883981161,14.87,-1.3,-1.46,-1.74,-2.42,-1.4,-1.64,-1.4,-0.69783,-0.23576,-0.90096,-1.4072,0.24537,0.40185,0.24537,-0.6833,-0.69593,-1.1536,-1.3973,-1.287,-0.52817,-1.287,-0.38084,-0.62947,-1.0366,-1.4952,-1.3648,-1.1566,-1.3648,41.705,14.006
"645","PCAB","Late","BLS",50.73333333,15.65,1270,"Temperate",2013,6,142,3.13833291839178,41,96,55,109,121.683480175872,15.62,0.6,0.93,0.96,0.7,1.45,2.44,1.45,1.7307,1.3353,-0.83561,-0.60271,1.3951,2.2795,1.3951,0.65968,1.3423,1.441,0.056077,0.31156,2.159,0.31156,0.21013,0.61668,0.56383,0.56454,1.2159,2.1818,1.2159,1620.7,480.9
"646","PCAB","Late","BLJ",50.73333333,15.65,1270,"Temperate",2014,1,141,5.05890319040822,70,147,77,89,126.011008379287,15.57,-1.15,-1.61,-1.87,-1.89,0.67,0.26,0.67,0.10797,-1.8819,0.30104,0.0058161,1.9217,-1.5159,1.9217,-1.0279,-1.5203,-0.87025,-1.1056,1.6281,0.70347,1.6281,-0.087136,-0.85812,-1.6836,-1.4373,-0.16102,-0.13929,-0.16102,1465.4,434.1
"647","PCAB","Late","BLJ",50.73333333,15.65,1270,"Temperate",2014,2,135,5.05890319040822,67,144,77,89,107.435174355962,15.3,-1.15,-1.61,-1.87,-1.89,0.67,0.26,-1.89,0.10797,-1.8819,0.30104,0.0058161,1.9217,-1.5159,0.0058161,-1.0279,-1.5203,-0.87025,-1.1056,1.6281,0.70347,-1.1056,-0.087136,-0.85812,-1.6836,-1.4373,-0.16102,-0.13929,-1.4373,1465.4,346.1
"648","PCAB","Late","5T3",46.45,12.125,2085,"Temperate",2004,22,172,2.07715846994536,56,128,72,131,117.767285485382,15.62,-2.39,-1.55,-1.47,-1.76,-1.29,-1.35,-1.35,-0.86013,1.0755,0.046338,-0.88713,0.42485,-0.64961,-0.64961,0.77138,0.53362,0.12179,0.070386,-0.41462,-0.75723,-0.75723,0.05106,0.70439,0.9426,0.65902,0.10064,-0.44013,-0.44013,465.6,95.4
"649","PCAB","Late","MEN",46.26666667,14.8,1200,"Temperate",2012,12,118,10.3729508196721,33,44,11,22,258.141613345358,14.02,-3.82,-3.94,-4.71,-4.69,-4.35,-4.57,-4.69,-1.1938,-0.68383,-1.6242,0.43144,0.94449,-1.074,0.43144,-1.828,-0.97857,-1.8008,-1.1347,-0.12449,0.045777,-1.1347,-1.7531,-1.4695,-1.8109,-2.004,-0.86174,-1.2696,-2.004,1808.4,260.3
"650","PCAB","Late","MEN",46.26666667,14.8,1200,"Temperate",2012,13,111,10.3729508196721,33,44,11,22,218.234123848696,13.67,-3.82,-3.94,-4.71,-4.69,-4.35,-4.57,-4.69,-1.1938,-0.68383,-1.6242,0.43144,0.94449,-1.074,0.43144,-1.828,-0.97857,-1.8008,-1.1347,-0.12449,0.045777,-1.1347,-1.7531,-1.4695,-1.8109,-2.004,-0.86174,-1.2696,-2.004,1808.4,205.9
"651","PCAB","Late","MEN",46.26666667,14.8,1200,"Temperate",2012,14,118,10.3729508196721,33,44,11,22,258.141613345358,14.02,-3.82,-3.94,-4.71,-4.69,-4.35,-4.57,-4.69,-1.1938,-0.68383,-1.6242,0.43144,0.94449,-1.074,0.43144,-1.828,-0.97857,-1.8008,-1.1347,-0.12449,0.045777,-1.1347,-1.7531,-1.4695,-1.8109,-2.004,-0.86174,-1.2696,-2.004,1808.4,260.3
"652","PCAB","Late","WAL",48.36666667,7.083333333,370,"Temperate",2009,34,114,10.3735935386274,59,99,40,46,244.355868328506,14.01,-0.99,-0.72,-0.35,-0.87,-1.25,-1.17,-0.87,-1.132,0.86933,1.0288,-1.0332,-0.39396,-0.52019,-1.0332,-1.2257,-0.23875,0.41057,0.39611,-0.24412,-1.1942,0.39611,0.1747,0.23053,0.14961,-0.70761,-0.39958,-0.58284,-0.70761,963.4,259.2
"653","PCAB","Late","RUO",60.2,25,60,"Boreal",2008,5,139,6.81251951600273,101,160,59,68,144.953652239445,17.16,2.27,2.51,2.73,2.57,2.15,2.22,2.15,0.91364,1.0361,1.1549,0.45667,-1.5222,1.4057,-1.5222,0.84909,1.3959,1.5922,1.2381,-0.28759,0.34544,-0.28759,0.67749,0.73685,0.81701,1.3676,0.92757,1.2152,0.92757,NA,NA
