"X","Species","Type","site","lat","lon","alt","Biome","year","tree","DOY","MAT","Chill0_5","Chill_5_5","Chill_5_0","Chill_10_0","Force5s","photoperiod","scPDSI1","scPDSI2","scPDSI3","scPDSI4","scPDSI5","scPDSI6","scPDSI_p","SPEI1m1","SPEI1m2","SPEI1m3","SPEI1m4","SPEI1m5","SPEI1m6","SPEI1m_p","SPEI3m1","SPEI3m2","SPEI3m3","SPEI3m4","SPEI3m5","SPEI3m6","SPEI3m_p","SPEI6m1","SPEI6m2","SPEI6m3","SPEI6m4","SPEI6m5","SPEI6m6","SPEI6m_p","Precip","PrecipDOY"
"1475","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2006,166,142,3.2673356165726,40,73,33,70,129.862285839487,15.28,5.4,5.06,3.66,2.9,3.43,3.68,3.43,1.1815,0.95211,-0.9031,-0.17827,-0.26437,-0.40797,-0.26437,1.0783,0.99812,0.58431,-0.099115,-0.73681,-0.6419,-0.73681,2.2726,1.9004,1.4466,0.68547,0.19092,-0.10575,0.19092,706.8,189.4
"1476","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2007,151,148,1.75338698636986,38,89,51,74,168.881721044261,15.48,4.29,3.67,3.79,3.86,2.82,1.99,2.82,0.88979,0.028277,-0.26954,-0.016901,-1.6882,-0.46781,-1.6882,0.14521,0.36959,0.22765,-0.21986,-1.3231,-1.3541,-1.3231,1.7856,1.997,1.0365,-0.052279,-0.61097,-0.92493,-0.61097,574.9,144.1
"1477","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2007,154,148,1.75338698636986,38,89,51,74,168.881721044261,15.48,4.29,3.67,3.79,3.86,2.82,1.99,2.82,0.88979,0.028277,-0.26954,-0.016901,-1.6882,-0.46781,-1.6882,0.14521,0.36959,0.22765,-0.21986,-1.3231,-1.3541,-1.3231,1.7856,1.997,1.0365,-0.052279,-0.61097,-0.92493,-0.61097,574.9,144.1
"1478","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2007,156,148,1.75338698636986,38,89,51,74,168.881721044261,15.48,4.29,3.67,3.79,3.86,2.82,1.99,2.82,0.88979,0.028277,-0.26954,-0.016901,-1.6882,-0.46781,-1.6882,0.14521,0.36959,0.22765,-0.21986,-1.3231,-1.3541,-1.3231,1.7856,1.997,1.0365,-0.052279,-0.61097,-0.92493,-0.61097,574.9,144.1
"1479","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2012,248,139,3.81913150101913,38,85,47,78,145.441780256876,15.15,2.6,1.86,1.32,1.62,1.78,3.07,1.78,-0.42472,-1.2249,-0.15,0.99167,0.34093,1.5528,0.34093,-0.53965,-0.86754,-0.96825,-0.12917,0.62727,1.64,0.62727,-0.29858,-1.4549,-1.2606,-0.45142,-0.063219,0.77087,-0.063219,665.7,150.3
"1480","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2014,242,151,2.55217383857534,26,67,41,71,175.0836334408,15.57,-0.39,-0.79,-0.6,-0.13,-0.02,-0.68,-0.02,-1.6749,-1.1499,-0.29105,0.41972,0.31494,-0.56091,0.31494,-1.1439,-1.5959,-1.6057,-0.54449,0.26586,-0.11565,0.26586,0.11254,-1.0046,-1.1278,-1.1172,-0.84703,-1.0193,-0.84703,448.9,85
"1481","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2014,243,144,2.55217383857534,26,67,41,71,127.591196125233,15.35,-0.39,-0.79,-0.6,-0.13,-0.02,-0.68,-0.02,-1.6749,-1.1499,-0.29105,0.41972,0.31494,-0.56091,0.31494,-1.1439,-1.5959,-1.6057,-0.54449,0.26586,-0.11565,0.26586,0.11254,-1.0046,-1.1278,-1.1172,-0.84703,-1.0193,-0.84703,448.9,68.7
"1482","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2013,241,138,2.96397374436164,29,85,56,85,174.070599607756,15.14,-1.84,-1.68,-2.06,-2.17,1,2.06,1,-0.2154,-1.0799,-0.7451,0.10177,1.5447,1.0951,1.5447,-0.8858,-0.15389,-1.1252,-0.94338,0.86514,1.6811,0.86514,-0.57713,-0.89171,-0.84205,-1.1942,0.52816,0.72856,0.52816,772.3,252.9
"1483","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2014,245,162,2.55217383857534,26,67,41,71,309.189456399154,15.8,-0.39,-0.79,-0.6,-0.13,-0.02,-0.68,-0.02,-1.6749,-1.1499,-0.29105,0.41972,0.31494,-0.56091,0.31494,-1.1439,-1.5959,-1.6057,-0.54449,0.26586,-0.11565,0.26586,0.11254,-1.0046,-1.1278,-1.1172,-0.84703,-1.0193,-0.84703,448.9,110.1
"1484","PCMA","Late","MIS",49.71666667,-71.93333333,342,"Boreal",2011,169,158,1.28853865395068,37,79,42,78,166.062196870407,15.95,-0.84,-0.91,1.2,1.54,2.86,3.04,2.86,-0.67242,0.18548,1.8083,0.42582,1.155,0.36421,1.155,-0.39853,-0.098474,0.86227,1.4555,1.6464,0.93415,1.6464,1.1269,1.1996,0.31821,0.56403,1.1801,1.1917,1.1801,747.3,204.6
"1485","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2006,123,149,3.2673356165726,41,74,33,70,173.266569050949,15.51,5.4,5.06,3.66,2.9,3.43,3.68,3.43,1.1815,0.95211,-0.9031,-0.17827,-0.26437,-0.40797,-0.26437,1.0783,0.99812,0.58431,-0.099115,-0.73681,-0.6419,-0.73681,2.2726,1.9004,1.4466,0.68547,0.19092,-0.10575,0.19092,706.8,205.7
"1486","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2007,59,148,-1.51575342463288,32,69,37,64,88.4971978274721,15.82,2.71,0.01,0.04,-0.02,-0.83,-1.38,-0.83,1.0662,0.31859,0.055897,-0.79409,-0.2959,-1.0055,-0.2959,0.29103,0.64629,0.66304,-0.40534,-0.56002,-1.1523,-0.56002,1.6563,2.356,1.1273,-0.086106,-0.035853,-0.64352,-0.035853,669.4,113.7
"1487","PCMA","Late","SIM2",48.2,-71.23333333,350,"Boreal",2013,240,142,2.96397374429224,29,85,56,85,197.866322987836,15.29,-1.84,-1.68,-2.06,-2.17,1,2.06,1,-0.2154,-1.0799,-0.7451,0.10177,1.5447,1.0951,1.5447,-0.8858,-0.15389,-1.1252,-0.94338,0.86514,1.6811,0.86514,-0.57713,-0.89171,-0.84205,-1.1942,0.52816,0.72856,0.52816,772.3,261.2
"1488","PCMA","Late","SIM2",48.2,-71.23333333,350,"Boreal",2013,241,138,2.96397374429224,29,85,56,85,174.070599610665,15.14,-1.84,-1.68,-2.06,-2.17,1,2.06,1,-0.2154,-1.0799,-0.7451,0.10177,1.5447,1.0951,1.5447,-0.8858,-0.15389,-1.1252,-0.94338,0.86514,1.6811,0.86514,-0.57713,-0.89171,-0.84205,-1.1942,0.52816,0.72856,0.52816,772.3,252.9
"1489","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2006,24,156,0.470174657734247,21,56,35,71,195.294672050494,16.06,2.62,2.82,-0.39,-0.94,-1.08,-1.39,-1.08,1.2668,1.0447,-0.4591,-0.5166,0.30609,-0.47366,0.30609,1.9103,1.5428,0.98372,-0.054839,-0.19371,-0.36921,-0.19371,2.3129,2.4868,1.9709,1.5118,0.76056,0.15298,0.76056,794.9,167.3
"1490","PCMA","Late","SIM2",48.2,-71.23333333,350,"Boreal",2014,240,151,3.31125096745114,26,67,41,71,175.083633450473,15.57,-0.39,-0.79,-0.6,-0.13,-0.02,-0.68,-0.02,-1.6749,-1.1499,-0.29105,0.41972,0.31494,-0.56091,0.31494,-1.1439,-1.5959,-1.6057,-0.54449,0.26586,-0.11565,0.26586,0.11254,-1.0046,-1.1278,-1.1172,-0.84703,-1.0193,-0.84703,602.1,85
"1491","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2012,247,139,3.81913150101913,38,85,47,78,145.441780256876,15.15,2.6,1.86,1.32,1.62,1.78,3.07,1.78,-0.42472,-1.2249,-0.15,0.99167,0.34093,1.5528,0.34093,-0.53965,-0.86754,-0.96825,-0.12917,0.62727,1.64,0.62727,-0.29858,-1.4549,-1.2606,-0.45142,-0.063219,0.77087,-0.063219,665.7,150.3
"1492","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2014,241,150,2.55217383857534,26,67,41,71,169.650156267562,15.54,-0.39,-0.79,-0.6,-0.13,-0.02,-0.68,-0.02,-1.6749,-1.1499,-0.29105,0.41972,0.31494,-0.56091,0.31494,-1.1439,-1.5959,-1.6057,-0.54449,0.26586,-0.11565,0.26586,0.11254,-1.0046,-1.1278,-1.1172,-0.84703,-1.0193,-0.84703,448.9,85
"1493","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2007,158,148,1.75338698636986,38,89,51,74,168.881721044261,15.48,4.29,3.67,3.79,3.86,2.82,1.99,2.82,0.88979,0.028277,-0.26954,-0.016901,-1.6882,-0.46781,-1.6882,0.14521,0.36959,0.22765,-0.21986,-1.3231,-1.3541,-1.3231,1.7856,1.997,1.0365,-0.052279,-0.61097,-0.92493,-0.61097,574.9,144.1
"1494","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2006,59,163,0.470174657734247,21,56,35,71,270.430289893013,16.2,2.62,2.82,-0.39,-0.94,-1.08,-1.39,-1.08,1.2668,1.0447,-0.4591,-0.5166,0.30609,-0.47366,0.30609,1.9103,1.5428,0.98372,-0.054839,-0.19371,-0.36921,-0.19371,2.3129,2.4868,1.9709,1.5118,0.76056,0.15298,0.76056,794.9,172
"1495","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2014,244,150,2.55217383857534,26,67,41,71,169.650156267562,15.54,-0.39,-0.79,-0.6,-0.13,-0.02,-0.68,-0.02,-1.6749,-1.1499,-0.29105,0.41972,0.31494,-0.56091,0.31494,-1.1439,-1.5959,-1.6057,-0.54449,0.26586,-0.11565,0.26586,0.11254,-1.0046,-1.1278,-1.1172,-0.84703,-1.0193,-0.84703,448.9,85
"1496","PCMA","Late","SIM2",48.2,-71.23333333,350,"Boreal",2011,251,151,2.80569981583794,34,77,43,77,152.058810782152,15.56,1.75,1.54,2.93,3.06,4.08,3.98,4.08,-1.2292,-0.64057,1.8573,0.6128,1.3194,0.46013,1.3194,-0.66149,-0.75006,0.47668,1.2057,1.8213,1.3076,1.8213,1.2604,1.055,0.078668,0.43062,1.1018,1.1846,1.1018,1001.9,309.2
"1497","PCMA","Late","MIS",49.71666667,-71.93333333,342,"Boreal",2011,162,162,1.28853865395068,37,79,42,78,195.800864911693,16.02,-0.84,-0.91,1.2,1.54,2.86,3.04,2.86,-0.67242,0.18548,1.8083,0.42582,1.155,0.36421,1.155,-0.39853,-0.098474,0.86227,1.4555,1.6464,0.93415,1.6464,1.1269,1.1996,0.31821,0.56403,1.1801,1.1917,1.1801,747.3,206.4
"1498","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2004,12,152,1.00287406122865,37,80,43,74,103.184094084827,15.58,-0.74,-1.49,-1.65,0.12,0.24,0.49,0.24,-0.91715,-0.59604,-0.028166,0.54562,0.65719,0.77609,0.65719,1.0441,0.76095,-0.83289,-0.062253,0.65747,1.0343,0.65747,0.99342,0.15859,0.75313,0.67933,0.85635,0.32988,0.85635,729.5,219.6
"1499","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2004,16,152,1.00287406122865,37,80,43,74,103.184094084827,15.58,-0.74,-1.49,-1.65,0.12,0.24,0.49,0.24,-0.91715,-0.59604,-0.028166,0.54562,0.65719,0.77609,0.65719,1.0441,0.76095,-0.83289,-0.062253,0.65747,1.0343,0.65747,0.99342,0.15859,0.75313,0.67933,0.85635,0.32988,0.85635,729.5,219.6
"1500","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2004,18,159,1.00287406122865,37,80,43,74,141.788319887683,15.74,-0.74,-1.49,-1.65,0.12,0.24,0.49,0.24,-0.91715,-0.59604,-0.028166,0.54562,0.65719,0.77609,0.65719,1.0441,0.76095,-0.83289,-0.062253,0.65747,1.0343,0.65747,0.99342,0.15859,0.75313,0.67933,0.85635,0.32988,0.85635,729.5,247.7
"1501","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2007,60,148,-1.51575342463288,32,69,37,64,88.4971978274721,15.82,2.71,0.01,0.04,-0.02,-0.83,-1.38,-0.83,1.0662,0.31859,0.055897,-0.79409,-0.2959,-1.0055,-0.2959,0.29103,0.64629,0.66304,-0.40534,-0.56002,-1.1523,-0.56002,1.6563,2.356,1.1273,-0.086106,-0.035853,-0.64352,-0.035853,669.4,113.7
"1502","PCMA","Late","SIM2",48.2,-71.23333333,350,"Boreal",2013,249,142,2.96397374429224,29,85,56,85,197.866322987836,15.29,-1.84,-1.68,-2.06,-2.17,1,2.06,1,-0.2154,-1.0799,-0.7451,0.10177,1.5447,1.0951,1.5447,-0.8858,-0.15389,-1.1252,-0.94338,0.86514,1.6811,0.86514,-0.57713,-0.89171,-0.84205,-1.1942,0.52816,0.72856,0.52816,772.3,261.2
"1503","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2006,170,149,3.2673356165726,41,74,33,70,173.266569050949,15.51,5.4,5.06,3.66,2.9,3.43,3.68,3.43,1.1815,0.95211,-0.9031,-0.17827,-0.26437,-0.40797,-0.26437,1.0783,0.99812,0.58431,-0.099115,-0.73681,-0.6419,-0.73681,2.2726,1.9004,1.4466,0.68547,0.19092,-0.10575,0.19092,706.8,205.7
"1504","PCMA","Late","SIM2",48.2,-71.23333333,350,"Boreal",2014,241,151,3.31125096745114,26,67,41,71,175.083633450473,15.57,-0.39,-0.79,-0.6,-0.13,-0.02,-0.68,-0.02,-1.6749,-1.1499,-0.29105,0.41972,0.31494,-0.56091,0.31494,-1.1439,-1.5959,-1.6057,-0.54449,0.26586,-0.11565,0.26586,0.11254,-1.0046,-1.1278,-1.1172,-0.84703,-1.0193,-0.84703,602.1,85
"1505","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2006,25,149,0.470174657734247,21,56,35,71,133.721307002008,15.86,2.62,2.82,-0.39,-0.94,-1.08,-1.39,-1.08,1.2668,1.0447,-0.4591,-0.5166,0.30609,-0.47366,0.30609,1.9103,1.5428,0.98372,-0.054839,-0.19371,-0.36921,-0.19371,2.3129,2.4868,1.9709,1.5118,0.76056,0.15298,0.76056,794.9,160.9
"1506","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2006,58,149,0.470174657734247,21,56,35,71,133.721307002008,15.86,2.62,2.82,-0.39,-0.94,-1.08,-1.39,-1.08,1.2668,1.0447,-0.4591,-0.5166,0.30609,-0.47366,0.30609,1.9103,1.5428,0.98372,-0.054839,-0.19371,-0.36921,-0.19371,2.3129,2.4868,1.9709,1.5118,0.76056,0.15298,0.76056,794.9,160.9
"1507","PCMA","Late","MIS",49.71666667,-71.93333333,342,"Boreal",2011,155,153,1.28853865395068,37,79,42,78,133.088206868635,15.83,-0.84,-0.91,1.2,1.54,2.86,3.04,2.86,-0.67242,0.18548,1.8083,0.42582,1.155,0.36421,1.155,-0.39853,-0.098474,0.86227,1.4555,1.6464,0.93415,1.6464,1.1269,1.1996,0.31821,0.56403,1.1801,1.1917,1.1801,747.3,196.3
"1508","PCMA","Late","SIM2",48.2,-71.23333333,350,"Boreal",2011,250,144,2.80569981583794,34,77,43,77,111.608739646948,15.34,1.75,1.54,2.93,3.06,4.08,3.98,4.08,-1.2292,-0.64057,1.8573,0.6128,1.3194,0.46013,1.3194,-0.66149,-0.75006,0.47668,1.2057,1.8213,1.3076,1.8213,1.2604,1.055,0.078668,0.43062,1.1018,1.1846,1.1018,1001.9,275.3
"1509","PCMA","Late","MIS",49.71666667,-71.93333333,342,"Boreal",2011,161,153,1.28853865395068,37,79,42,78,133.088206868635,15.83,-0.84,-0.91,1.2,1.54,2.86,3.04,2.86,-0.67242,0.18548,1.8083,0.42582,1.155,0.36421,1.155,-0.39853,-0.098474,0.86227,1.4555,1.6464,0.93415,1.6464,1.1269,1.1996,0.31821,0.56403,1.1801,1.1917,1.1801,747.3,196.3
"1510","PCMA","Late","MIS",49.71666667,-71.93333333,342,"Boreal",2014,157,155,0.411104374523288,28,60,32,57,162.944789502621,15.89,-1.3,-1.56,-1.47,-1.22,-1.02,-1.38,-1.02,-1.7035,-1.1707,-0.63186,0.28957,0.066365,-0.45109,0.066365,-1.138,-1.522,-1.7656,-0.94553,-0.11276,-0.25195,-0.11276,0.15918,-1.1053,-1.2146,-1.2983,-1.1212,-1.3135,-1.1212,722.2,298.1
"1511","PCMA","Late","BER",48.85,-70.33333333,611,"Boreal",2010,160,142,2.37125000013973,43,100,57,95,73.6017218069006,15.36,-0.59,-0.97,-1.01,-1.38,-1.65,0.76,-1.65,-1.0529,-0.5014,-0.541,-0.66696,0.030104,0.38957,0.030104,0.28991,0.086147,-1.2391,-0.96368,-0.65806,-0.1757,-0.65806,0.11979,0.024291,-0.020129,-0.44743,-0.35723,-0.92056,-0.35723,589.4,70.3
"1512","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2006,120,146,3.2673356165726,41,74,33,70,146.667321583779,15.42,5.4,5.06,3.66,2.9,3.43,3.68,3.43,1.1815,0.95211,-0.9031,-0.17827,-0.26437,-0.40797,-0.26437,1.0783,0.99812,0.58431,-0.099115,-0.73681,-0.6419,-0.73681,2.2726,1.9004,1.4466,0.68547,0.19092,-0.10575,0.19092,706.8,203.6
"1513","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2007,63,148,-1.51575342463288,32,69,37,64,88.4971978274721,15.82,2.71,0.01,0.04,-0.02,-0.83,-1.38,-0.83,1.0662,0.31859,0.055897,-0.79409,-0.2959,-1.0055,-0.2959,0.29103,0.64629,0.66304,-0.40534,-0.56002,-1.1523,-0.56002,1.6563,2.356,1.1273,-0.086106,-0.035853,-0.64352,-0.035853,669.4,113.7
"1514","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2007,64,148,-1.51575342463288,32,69,37,64,88.4971978274721,15.82,2.71,0.01,0.04,-0.02,-0.83,-1.38,-0.83,1.0662,0.31859,0.055897,-0.79409,-0.2959,-1.0055,-0.2959,0.29103,0.64629,0.66304,-0.40534,-0.56002,-1.1523,-0.56002,1.6563,2.356,1.1273,-0.086106,-0.035853,-0.64352,-0.035853,669.4,113.7
"1515","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2007,61,148,-1.51575342463288,32,69,37,64,88.4971978274721,15.82,2.71,0.01,0.04,-0.02,-0.83,-1.38,-0.83,1.0662,0.31859,0.055897,-0.79409,-0.2959,-1.0055,-0.2959,0.29103,0.64629,0.66304,-0.40534,-0.56002,-1.1523,-0.56002,1.6563,2.356,1.1273,-0.086106,-0.035853,-0.64352,-0.035853,669.4,113.7
"1516","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2007,62,148,-1.51575342463288,32,69,37,64,88.4971978274721,15.82,2.71,0.01,0.04,-0.02,-0.83,-1.38,-0.83,1.0662,0.31859,0.055897,-0.79409,-0.2959,-1.0055,-0.2959,0.29103,0.64629,0.66304,-0.40534,-0.56002,-1.1523,-0.56002,1.6563,2.356,1.1273,-0.086106,-0.035853,-0.64352,-0.035853,669.4,113.7
"1517","PCMA","Late","MIS",49.71666667,-71.93333333,342,"Boreal",2011,157,166,1.28853865395068,37,79,42,78,240.390066095042,16.07,-0.84,-0.91,1.2,1.54,2.86,3.04,2.86,-0.67242,0.18548,1.8083,0.42582,1.155,0.36421,1.155,-0.39853,-0.098474,0.86227,1.4555,1.6464,0.93415,1.6464,1.1269,1.1996,0.31821,0.56403,1.1801,1.1917,1.1801,747.3,208.1
"1518","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2006,60,149,0.470174657734247,21,56,35,71,133.721307002008,15.86,2.62,2.82,-0.39,-0.94,-1.08,-1.39,-1.08,1.2668,1.0447,-0.4591,-0.5166,0.30609,-0.47366,0.30609,1.9103,1.5428,0.98372,-0.054839,-0.19371,-0.36921,-0.19371,2.3129,2.4868,1.9709,1.5118,0.76056,0.15298,0.76056,794.9,160.9
"1519","PCMA","Late","SIM2",48.2,-71.23333333,350,"Boreal",2014,249,147,3.31125096745114,26,67,41,71,147.996919190603,15.45,-0.39,-0.79,-0.6,-0.13,-0.02,-0.68,-0.02,-1.6749,-1.1499,-0.29105,0.41972,0.31494,-0.56091,0.31494,-1.1439,-1.5959,-1.6057,-0.54449,0.26586,-0.11565,0.26586,0.11254,-1.0046,-1.1278,-1.1172,-0.84703,-1.0193,-0.84703,602.1,78.7
"1520","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2007,69,148,-1.51575342463288,32,69,37,64,88.4971978274721,15.82,2.71,0.01,0.04,-0.02,-0.83,-1.38,-0.83,1.0662,0.31859,0.055897,-0.79409,-0.2959,-1.0055,-0.2959,0.29103,0.64629,0.66304,-0.40534,-0.56002,-1.1523,-0.56002,1.6563,2.356,1.1273,-0.086106,-0.035853,-0.64352,-0.035853,669.4,113.7
"1521","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2006,116,146,3.2673356165726,41,74,33,70,146.667321583779,15.42,5.4,5.06,3.66,2.9,3.43,3.68,3.43,1.1815,0.95211,-0.9031,-0.17827,-0.26437,-0.40797,-0.26437,1.0783,0.99812,0.58431,-0.099115,-0.73681,-0.6419,-0.73681,2.2726,1.9004,1.4466,0.68547,0.19092,-0.10575,0.19092,706.8,203.6
"1522","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2005,1,150,2.33506164378904,37,76,39,72,115.185742798313,15.55,-1.4,-1.47,0.41,1.39,1.18,1.07,1.18,-1.7902,-0.49269,0.27106,1.0213,-1.4037,-0.10736,-1.4037,-0.89025,-1.1357,-1.0599,0.44487,-0.21701,-0.52644,-0.21701,-1.3859,-1.2557,-1.0766,-0.2978,-0.86588,-0.99376,-0.86588,821.6,178.4
"1523","PCMA","Late","BER",48.85,-70.33333333,611,"Boreal",2010,158,145,2.37125000013973,43,100,57,95,122.821005340036,15.47,-0.59,-0.97,-1.01,-1.38,-1.65,0.76,-1.65,-1.0529,-0.5014,-0.541,-0.66696,0.030104,0.38957,0.030104,0.28991,0.086147,-1.2391,-0.96368,-0.65806,-0.1757,-0.65806,0.11979,0.024291,-0.020129,-0.44743,-0.35723,-0.92056,-0.35723,589.4,74.2
"1524","PCMA","Late","BER",48.85,-70.33333333,611,"Boreal",2010,159,142,2.37125000013973,43,100,57,95,73.6017218069006,15.36,-0.59,-0.97,-1.01,-1.38,-1.65,0.76,-1.65,-1.0529,-0.5014,-0.541,-0.66696,0.030104,0.38957,0.030104,0.28991,0.086147,-1.2391,-0.96368,-0.65806,-0.1757,-0.65806,0.11979,0.024291,-0.020129,-0.44743,-0.35723,-0.92056,-0.35723,589.4,70.3
"1525","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2004,23,152,1.00287406122865,37,80,43,74,103.184094084827,15.58,-0.74,-1.49,-1.65,0.12,0.24,0.49,0.24,-0.91715,-0.59604,-0.028166,0.54562,0.65719,0.77609,0.65719,1.0441,0.76095,-0.83289,-0.062253,0.65747,1.0343,0.65747,0.99342,0.15859,0.75313,0.67933,0.85635,0.32988,0.85635,729.5,219.6
"1526","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2007,70,141,-1.51575342463288,32,69,37,64,38.554024664971,15.55,2.71,0.01,0.04,-0.02,-0.83,-1.38,-0.83,1.0662,0.31859,0.055897,-0.79409,-0.2959,-1.0055,-0.2959,0.29103,0.64629,0.66304,-0.40534,-0.56002,-1.1523,-0.56002,1.6563,2.356,1.1273,-0.086106,-0.035853,-0.64352,-0.035853,669.4,98.8
"1527","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2005,5,143,2.33506164378904,37,76,39,72,71.509062020434,15.33,-1.4,-1.47,0.41,1.39,1.18,1.07,1.18,-1.7902,-0.49269,0.27106,1.0213,-1.4037,-0.10736,-1.4037,-0.89025,-1.1357,-1.0599,0.44487,-0.21701,-0.52644,-0.21701,-1.3859,-1.2557,-1.0766,-0.2978,-0.86588,-0.99376,-0.86588,821.6,174
"1528","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2004,20,162,1.00287406122865,37,80,43,74,164.66733752337,15.79,-0.74,-1.49,-1.65,0.12,0.24,0.49,0.24,-0.91715,-0.59604,-0.028166,0.54562,0.65719,0.77609,0.65719,1.0441,0.76095,-0.83289,-0.062253,0.65747,1.0343,0.65747,0.99342,0.15859,0.75313,0.67933,0.85635,0.32988,0.85635,729.5,256.6
"1529","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2006,63,142,0.470174657734247,21,56,35,71,101.173788237324,15.6,2.62,2.82,-0.39,-0.94,-1.08,-1.39,-1.08,1.2668,1.0447,-0.4591,-0.5166,0.30609,-0.47366,0.30609,1.9103,1.5428,0.98372,-0.054839,-0.19371,-0.36921,-0.19371,2.3129,2.4868,1.9709,1.5118,0.76056,0.15298,0.76056,794.9,139.1
"1530","PCMA","Late","DAN",50.68333333,-72.18333333,487,"Boreal",2008,54,147,-1.08070696710656,32,55,23,48,69.8297217440559,15.78,1.96,1.77,2.76,3.27,2.67,3.46,2.67,0.3888,-0.56542,1.5242,1.8909,0.58606,1.1425,0.58606,0.35487,0.034285,0.76313,1.8325,1.7275,1.5702,1.7275,1.8039,0.88519,0.93223,1.3679,1.3601,1.7305,1.3601,763.8,154.4
"1531","PCMA","Late","BER",48.85,-70.33333333,611,"Boreal",2010,155,148,2.37125000013973,43,100,57,95,147.410619911058,15.57,-0.59,-0.97,-1.01,-1.38,-1.65,0.76,-1.65,-1.0529,-0.5014,-0.541,-0.66696,0.030104,0.38957,0.030104,0.28991,0.086147,-1.2391,-0.96368,-0.65806,-0.1757,-0.65806,0.11979,0.024291,-0.020129,-0.44743,-0.35723,-0.92056,-0.35723,589.4,74.2
"1532","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2005,16,150,2.33506164378904,37,76,39,72,115.185742798313,15.55,-1.4,-1.47,0.41,1.39,1.18,1.07,1.18,-1.7902,-0.49269,0.27106,1.0213,-1.4037,-0.10736,-1.4037,-0.89025,-1.1357,-1.0599,0.44487,-0.21701,-0.52644,-0.21701,-1.3859,-1.2557,-1.0766,-0.2978,-0.86588,-0.99376,-0.86588,821.6,178.4
"1533","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2006,105,138,3.2673356165726,40,73,33,70,116.533883978322,15.13,5.4,5.06,3.66,2.9,3.43,3.68,3.43,1.1815,0.95211,-0.9031,-0.17827,-0.26437,-0.40797,-0.26437,1.0783,0.99812,0.58431,-0.099115,-0.73681,-0.6419,-0.73681,2.2726,1.9004,1.4466,0.68547,0.19092,-0.10575,0.19092,706.8,170.4
"1534","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2005,20,157,2.33506164378904,37,76,39,72,212.807801883886,15.72,-1.4,-1.47,0.41,1.39,1.18,1.07,1.18,-1.7902,-0.49269,0.27106,1.0213,-1.4037,-0.10736,-1.4037,-0.89025,-1.1357,-1.0599,0.44487,-0.21701,-0.52644,-0.21701,-1.3859,-1.2557,-1.0766,-0.2978,-0.86588,-0.99376,-0.86588,821.6,191
"1535","PCMA","Late","SIM",48.21666667,-71.25,338,"Boreal",2006,101,149,3.2673356165726,41,74,33,70,173.266569050949,15.51,5.4,5.06,3.66,2.9,3.43,3.68,3.43,1.1815,0.95211,-0.9031,-0.17827,-0.26437,-0.40797,-0.26437,1.0783,0.99812,0.58431,-0.099115,-0.73681,-0.6419,-0.73681,2.2726,1.9004,1.4466,0.68547,0.19092,-0.10575,0.19092,706.8,205.7
